side,objectId,type,sourceDat,role,token,resolved,resolution,hash,guid,format,width,height
native,406,3,c/dan/a/win.dat,sheet,c\dan\a\win6.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\dan\a\win6.png,EXACT,7C2AB864B1F1DE2DDDED154D7EF1633FF43C3DDE8AF4DFA72BC67BEBEDBCD005,,PNG,5540,927
native,407,3,c/dan/a/iza.dat,bmp:file(0-119),c\dan\a\iza1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\dan\a\iza1.png,EXACT,8A62EEE67FED829E01F5743B2B601C14B029302E22A5C65C3D04C581F1AA4B9B,,PNG,800,960
native,407,3,c/dan/a/iza.dat,bmp:file(120-149),c\dan\a\iza2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\dan\a\iza2.png,EXACT,82971B284B8089DC16761779DF2AFE2A0E10D498A63674EF69EC58095B78E2B7,,PNG,1110,333
native,407,3,c/dan/a/iza.dat,sheet,c\dan\a\iza1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\dan\a\iza1.png,EXACT,8A62EEE67FED829E01F5743B2B601C14B029302E22A5C65C3D04C581F1AA4B9B,,PNG,800,960
native,407,3,c/dan/a/iza.dat,sheet,c\dan\a\iza2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\dan\a\iza2.png,EXACT,82971B284B8089DC16761779DF2AFE2A0E10D498A63674EF69EC58095B78E2B7,,PNG,1110,333
native,408,3,c/dan/a/mark.dat,bmp:file(0-9),c\dan\a\mark.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\dan\a\mark.png,EXACT,45CC0245103DAEE3C1AF0F666D57A774B2F0C0925845039C15B4E0F05649F1C8,,PNG,800,80
native,408,3,c/dan/a/mark.dat,sheet,c\dan\a\mark.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\dan\a\mark.png,EXACT,45CC0245103DAEE3C1AF0F666D57A774B2F0C0925845039C15B4E0F05649F1C8,,PNG,800,80
native,70,0,c/shis/shis.dat,bmp:file(0-119),c\shis\shis1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\shis\shis1.png,EXACT,EC58F1F8D93BE4628E219AB583E016F44A62DD2380DA224FDA41EA17316BF36F,,PNG,800,960
native,70,0,c/shis/shis.dat,bmp:file(120-144),c\shis\shis2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\shis\shis2.png,EXACT,3CA10AACB1AD362ABB5CC4EA41C324CF28C9887050FA2568384CC327BB45FE33,,PNG,800,400
native,70,0,c/shis/shis.dat,bmp:file(145-132),c\shis\shis3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\shis\shis3.png,EXACT,74B406158DC1EF708A0D95E68508CFE2236D4ABC54BF4A22D2A71282ACC5F5A6,,PNG,800,396
native,70,0,c/shis/shis.dat,bmp:head,sprite\face\shisui_f.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\face\shisui_f.png,EXACT,05C3DD1F05A2B9FF35D4AFB75DBF9F0C982BE01C539C4B7002EB0FE032B63C96,,PNG,145,223
native,70,0,c/shis/shis.dat,bmp:small,sprite\small\Shisui_s.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\small\Shisui_s.png,EXACT,48CA7E8759AF56C98D840689FEE5AAC59671ABD20D9075B3BE351E50D0BE785D,,PNG,60,54
native,70,0,c/shis/shis.dat,bmp:smallb,sprite\smallb\Shisui_s.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\smallb\Shisui_s.png,EXACT,0E8F8EBEFCB93AA0B600DBAAE22B20AC8DC499B5451CE0E2091B9B58D4C3ADEE,,PNG,40,55
native,70,0,c/shis/shis.dat,sheet,c\shis\shis1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\shis\shis1.png,EXACT,EC58F1F8D93BE4628E219AB583E016F44A62DD2380DA224FDA41EA17316BF36F,,PNG,800,960
native,70,0,c/shis/shis.dat,sheet,c\shis\shis2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\shis\shis2.png,EXACT,3CA10AACB1AD362ABB5CC4EA41C324CF28C9887050FA2568384CC327BB45FE33,,PNG,800,400
native,70,0,c/shis/shis.dat,sheet,c\shis\shis3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\shis\shis3.png,EXACT,74B406158DC1EF708A0D95E68508CFE2236D4ABC54BF4A22D2A71282ACC5F5A6,,PNG,800,396
native,710,3,c/shis/a/gen.dat,bmp:file(0-19),c\shis\a\gen1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\shis\a\gen1.png,EXACT,6BEF709DD319AE8A28B8EDE550608725EE4BFE1DF13413B173BA36EEF8804A5F,,PNG,1050,516
native,710,3,c/shis/a/gen.dat,bmp:file(20-34),c\shis\a\gen2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\shis\a\gen2.png,EXACT,A0961089458613C70263C971EF8AFF7A160D140742B1EBBF0C855DF08E739EA0,,PNG,1653,1590
native,710,3,c/shis/a/gen.dat,bmp:file(35-45),c\shis\a\gen3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\shis\a\gen3.png,EXACT,057E6A213DCDADB446C1FEFE2C53D246784378573A4104763425931F143985AA,,PNG,3532,809
native,710,3,c/shis/a/gen.dat,bmp:file(46),c\shis\a\gen4.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\shis\a\gen4.png,EXACT,0EAAD1E4974FEBB56719F6C34D5F8A581D33A1EE6660CED8EAAAE375BFBB1751,,PNG,1920,1080
native,710,3,c/shis/a/gen.dat,sheet,c\shis\a\gen1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\shis\a\gen1.png,EXACT,6BEF709DD319AE8A28B8EDE550608725EE4BFE1DF13413B173BA36EEF8804A5F,,PNG,1050,516
native,710,3,c/shis/a/gen.dat,sheet,c\shis\a\gen2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\shis\a\gen2.png,EXACT,A0961089458613C70263C971EF8AFF7A160D140742B1EBBF0C855DF08E739EA0,,PNG,1653,1590
native,710,3,c/shis/a/gen.dat,sheet,c\shis\a\gen3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\shis\a\gen3.png,EXACT,057E6A213DCDADB446C1FEFE2C53D246784378573A4104763425931F143985AA,,PNG,3532,809
native,710,3,c/shis/a/gen.dat,sheet,c\shis\a\gen4.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\shis\a\gen4.png,EXACT,0EAAD1E4974FEBB56719F6C34D5F8A581D33A1EE6660CED8EAAAE375BFBB1751,,PNG,1920,1080
native,18,0,c/nej/nej.dat,bmp:file(0-169),c\nej\nej.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nej\nej.png,EXACT,E0EC76DA239758B32F9E58D15A64FC354950C4E7A04AAA8BD198EF13E38A364D,,PNG,800,1360
native,18,0,c/nej/nej.dat,bmp:head,sprite\face\neji_f.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\face\neji_f.png,EXACT,34F01CE6545541CB633CCCEC60A9E4788C897D5F378952499A55C64B169148C4,,PNG,145,223
native,18,0,c/nej/nej.dat,bmp:small,sprite\small\neji_s.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\small\neji_s.png,EXACT,EE1C5D4DC267B3FF9DCC5599BE4A17ADF3B68C27C8B5D1D59C68BD8681790AD2,,PNG,60,54
native,18,0,c/nej/nej.dat,bmp:smallb,sprite\smallb\neji_s.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\smallb\neji_s.png,EXACT,E3AEFA4C3E96EB634F15D20096A3455632B30905ED40BA901EF948FB8A00A708,,PNG,40,51
native,18,0,c/nej/nej.dat,sheet,c\nej\nej.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nej\nej.png,EXACT,E0EC76DA239758B32F9E58D15A64FC354950C4E7A04AAA8BD198EF13E38A364D,,PNG,800,1360
native,444,3,c/nej/a/bya.dat,bmp:file(0-0),c\nej\a\are.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nej\a\are.png,EXACT,9AE741CCAF72CDD2A3B3C9D4B96E714EF006E463F17906E2EA543BD8C5CDCE00,,PNG,450,145
native,444,3,c/nej/a/bya.dat,sheet,c\nej\a\are.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nej\a\are.png,EXACT,9AE741CCAF72CDD2A3B3C9D4B96E714EF006E463F17906E2EA543BD8C5CDCE00,,PNG,450,145
native,445,3,c/nej/a/bya2.dat,bmp:file(0-0),c\nej\a\area.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nej\a\area.png,EXACT,7FE58BE32E15F6889C4757AE843385E438C11DF2D8436912829286F3D34D6511,,PNG,450,145
native,445,3,c/nej/a/bya2.dat,sheet,c\nej\a\area.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nej\a\area.png,EXACT,7FE58BE32E15F6889C4757AE843385E438C11DF2D8436912829286F3D34D6511,,PNG,450,145
native,809,3,c/nej/a/are.dat,bmp:file(0-7),c\nej\a\are1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nej\a\are1.png,EXACT,4D1903E2C75283F8621A0D7AF2AF452557570F37F91721CBE1A0D05FC16CA9AD,,PNG,655,82
native,809,3,c/nej/a/are.dat,bmp:file(20-52),c\nej\a\are3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nej\a\are3.png,EXACT,72BD7BE9F34044AE54DA65842228BE5218B0107828DE33E163478B8F5285C740,,PNG,630,1419
native,809,3,c/nej/a/are.dat,bmp:file(53-56),c\nej\a\64.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nej\a\64.png,EXACT,3B81823B483D5B501B0B3E3FB805C8C8E90434CB696053CD0B3445FA7E5285B9,,PNG,771,361
native,809,3,c/nej/a/are.dat,bmp:file(57-59),c\nej\a\128.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nej\a\128.png,EXACT,B9D615970E8CFBA5CD65B98A2AD4AB7A21F44A7C355A0AEC7CDF571854F0683E,,PNG,772,1086
native,809,3,c/nej/a/are.dat,bmp:file(8-19),c\nej\a\are2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nej\a\are2.png,EXACT,C11D9E931DA1677F30F3A0675C7FB9CF3A54BB89135258581A2A776C76CA7021,,PNG,691,875
native,809,3,c/nej/a/are.dat,sheet,c\nej\a\128.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nej\a\128.png,EXACT,B9D615970E8CFBA5CD65B98A2AD4AB7A21F44A7C355A0AEC7CDF571854F0683E,,PNG,772,1086
native,809,3,c/nej/a/are.dat,sheet,c\nej\a\64.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nej\a\64.png,EXACT,3B81823B483D5B501B0B3E3FB805C8C8E90434CB696053CD0B3445FA7E5285B9,,PNG,771,361
native,809,3,c/nej/a/are.dat,sheet,c\nej\a\are1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nej\a\are1.png,EXACT,4D1903E2C75283F8621A0D7AF2AF452557570F37F91721CBE1A0D05FC16CA9AD,,PNG,655,82
native,809,3,c/nej/a/are.dat,sheet,c\nej\a\are2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nej\a\are2.png,EXACT,C11D9E931DA1677F30F3A0675C7FB9CF3A54BB89135258581A2A776C76CA7021,,PNG,691,875
native,809,3,c/nej/a/are.dat,sheet,c\nej\a\are3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nej\a\are3.png,EXACT,72BD7BE9F34044AE54DA65842228BE5218B0107828DE33E163478B8F5285C740,,PNG,630,1419
native,41,0,c/hin/hin.dat,bmp:file(0-199),c\hin\hin.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\hin.png,EXACT,51DA28A556BA2C2CB3A26FC5267BA700AC0B89FA926B717533DC929F345E91F8,,PNG,800,1600
native,41,0,c/hin/hin.dat,bmp:file(200-229),c\hin\winatk1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\winatk1.png,EXACT,C9166E2303667A16A37D17833B97BBC2B4735EC9CC98D88050D00A0B0801493F,,PNG,879,1055
native,41,0,c/hin/hin.dat,bmp:file(230-242),c\hin\hin2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\hin2.png,EXACT,099C5218BDB3D9438D9F1B876B8EEFA61518830B56CB873435709C7F652136B1,,PNG,700,162
native,41,0,c/hin/hin.dat,bmp:file(243-246),c\hin\hin8.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\hin8.png,EXACT,55A3CFC87BE77005F1681E577C6453F5F7D2F4A7FB437718CD6A21DCF6F228FE,,PNG,771,361
native,41,0,c/hin/hin.dat,bmp:file(247-376),c\hin\hin11.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\hin11.png,EXACT,5076703DAE2E48F7E1DA2AE28C6D1030499733AC2AA2A0CEDC3A315313DECF6D,,PNG,800,1040
native,41,0,c/hin/hin.dat,bmp:file(377-406),c\hin\hinatapunch.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\hinatapunch.png,EXACT,710A80877FAB19DAF95DB870A9E08743AA7C73BC4D6CF8CD386BCDBF5939E7B7,,PNG,800,240
native,41,0,c/hin/hin.dat,bmp:file(407-412),c\hin\hin12.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\hin12.png,EXACT,98BD9730B4DD534BC595828F59EC47A207F527F17BC11FC2FB9432CEF55A1F9E,,PNG,700,81
native,41,0,c/hin/hin.dat,bmp:file(413-444),c\hin\hinatapunch2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\hinatapunch2.png,EXACT,672C73E14EC3E353343EDF1D555ACD4E0FF640AE1DDE64C017E0364EB98601EE,,PNG,800,240
native,41,0,c/hin/hin.dat,bmp:file(445-452),c\hin\heavy.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\heavy.png,EXACT,F2D39EA2F92AA2FD3E215AFC85CBF963BE3E9C5FDA30D72AAF2766BE71F1099B,,PNG,641,80
native,41,0,c/hin/hin.dat,bmp:head,sprite\face\hinata_f.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\face\hinata_f.png,EXACT,FFD0C6E8D4E0DA5A27D027338A9DF442646E34C7B4C4B2878B9089D39A300F4E,,PNG,145,223
native,41,0,c/hin/hin.dat,bmp:small,sprite\small\hinata_s.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\small\hinata_s.png,EXACT,52C3AA02B7FCCE53E11553F66F62B912A63ED5CB58DC523C262A25DA6681535B,,PNG,60,54
native,41,0,c/hin/hin.dat,bmp:smallb,sprite\smallb\hinata_s.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\smallb\hinata_s.png,EXACT,AE8923D11BDAB4760EE088A0310E9D7AA74F882D1FFAAD2905F7810EC8BB1FDF,,PNG,40,55
native,41,0,c/hin/hin.dat,sheet,c\hin\heavy.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\heavy.png,EXACT,F2D39EA2F92AA2FD3E215AFC85CBF963BE3E9C5FDA30D72AAF2766BE71F1099B,,PNG,641,80
native,41,0,c/hin/hin.dat,sheet,c\hin\hin.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\hin.png,EXACT,51DA28A556BA2C2CB3A26FC5267BA700AC0B89FA926B717533DC929F345E91F8,,PNG,800,1600
native,41,0,c/hin/hin.dat,sheet,c\hin\hin11.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\hin11.png,EXACT,5076703DAE2E48F7E1DA2AE28C6D1030499733AC2AA2A0CEDC3A315313DECF6D,,PNG,800,1040
native,41,0,c/hin/hin.dat,sheet,c\hin\hin12.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\hin12.png,EXACT,98BD9730B4DD534BC595828F59EC47A207F527F17BC11FC2FB9432CEF55A1F9E,,PNG,700,81
native,41,0,c/hin/hin.dat,sheet,c\hin\hin2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\hin2.png,EXACT,099C5218BDB3D9438D9F1B876B8EEFA61518830B56CB873435709C7F652136B1,,PNG,700,162
native,41,0,c/hin/hin.dat,sheet,c\hin\hin8.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\hin8.png,EXACT,55A3CFC87BE77005F1681E577C6453F5F7D2F4A7FB437718CD6A21DCF6F228FE,,PNG,771,361
native,41,0,c/hin/hin.dat,sheet,c\hin\hinatapunch.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\hinatapunch.png,EXACT,710A80877FAB19DAF95DB870A9E08743AA7C73BC4D6CF8CD386BCDBF5939E7B7,,PNG,800,240
native,41,0,c/hin/hin.dat,sheet,c\hin\hinatapunch2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\hinatapunch2.png,EXACT,672C73E14EC3E353343EDF1D555ACD4E0FF640AE1DDE64C017E0364EB98601EE,,PNG,800,240
native,41,0,c/hin/hin.dat,sheet,c\hin\winatk1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\winatk1.png,EXACT,C9166E2303667A16A37D17833B97BBC2B4735EC9CC98D88050D00A0B0801493F,,PNG,879,1055
native,280,3,c/hin/a/wind.dat,bmp:file(0-5),c\hin\a\wind.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\a\wind.png,EXACT,A6C87C9994BEFA3E0DEAAD8A6D986C002FE095154E4F1E86FA5EAD889EDBAFA0,,PNG,255,100
native,280,3,c/hin/a/wind.dat,sheet,c\hin\a\wind.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\a\wind.png,EXACT,A6C87C9994BEFA3E0DEAAD8A6D986C002FE095154E4F1E86FA5EAD889EDBAFA0,,PNG,255,100
native,810,3,c/hin/a/are.dat,bmp:file(0-7),c\hin\a\are1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\a\are1.png,EXACT,4D1903E2C75283F8621A0D7AF2AF452557570F37F91721CBE1A0D05FC16CA9AD,,PNG,655,82
native,810,3,c/hin/a/are.dat,bmp:file(20-37),c\hin\a\are3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\a\are3.png,EXACT,8BD5E9C2B64FCBE75E1A179D5E4ED10D41B3172968FAAC2EA35EF9580CF0EF7F,,PNG,629,773
native,810,3,c/hin/a/are.dat,bmp:file(38-52),c\hin\a\are4.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\a\are4.png,EXACT,68A3A91975D8ECB5AA939DB9823713836D5CAE3C917FD6E134AEAEE52B5F7440,,PNG,1049,386
native,810,3,c/hin/a/are.dat,bmp:file(53-82),c\hin\a\winatk1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\a\winatk1.png,EXACT,C9166E2303667A16A37D17833B97BBC2B4735EC9CC98D88050D00A0B0801493F,,PNG,879,1055
native,810,3,c/hin/a/are.dat,bmp:file(8-19),c\hin\a\are2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\a\are2.png,EXACT,C11D9E931DA1677F30F3A0675C7FB9CF3A54BB89135258581A2A776C76CA7021,,PNG,691,875
native,810,3,c/hin/a/are.dat,bmp:file(83-90),c\hin\a\hincha.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\a\hincha.png,EXACT,DEF98719DD89EBB4F26FEDDAC8662645E479070F05918620F9414B4CA050C2DA,,PNG,327,165
native,810,3,c/hin/a/are.dat,sheet,c\hin\a\are1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\a\are1.png,EXACT,4D1903E2C75283F8621A0D7AF2AF452557570F37F91721CBE1A0D05FC16CA9AD,,PNG,655,82
native,810,3,c/hin/a/are.dat,sheet,c\hin\a\are2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\a\are2.png,EXACT,C11D9E931DA1677F30F3A0675C7FB9CF3A54BB89135258581A2A776C76CA7021,,PNG,691,875
native,810,3,c/hin/a/are.dat,sheet,c\hin\a\are3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\a\are3.png,EXACT,8BD5E9C2B64FCBE75E1A179D5E4ED10D41B3172968FAAC2EA35EF9580CF0EF7F,,PNG,629,773
native,810,3,c/hin/a/are.dat,sheet,c\hin\a\are4.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\a\are4.png,EXACT,68A3A91975D8ECB5AA939DB9823713836D5CAE3C917FD6E134AEAEE52B5F7440,,PNG,1049,386
native,810,3,c/hin/a/are.dat,sheet,c\hin\a\hincha.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\a\hincha.png,EXACT,DEF98719DD89EBB4F26FEDDAC8662645E479070F05918620F9414B4CA050C2DA,,PNG,327,165
native,810,3,c/hin/a/are.dat,sheet,c\hin\a\winatk1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\hin\a\winatk1.png,EXACT,C9166E2303667A16A37D17833B97BBC2B4735EC9CC98D88050D00A0B0801493F,,PNG,879,1055
native,866,1,c/hin/a/hincha.dat,bmp:file(0-0),data\pixel.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\data\pixel.png,EXACT,CFAD749FBCEC2FADEDC6F47289E9679DEFACFAC386125BC88643ED1275518EAA,,PNG,1,1
native,866,1,c/hin/a/hincha.dat,sheet,data\pixel.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\data\pixel.png,EXACT,CFAD749FBCEC2FADEDC6F47289E9679DEFACFAC386125BC88643ED1275518EAA,,PNG,1,1
native,7,0,c/lee/lee.dat,bmp:file(0-159),c\lee\lee.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\lee\lee.png,EXACT,E18C387959322F349E2D84A4FECFF2FE21E695AE4A911B8225DDF1554264F6A9,,PNG,800,1280
native,7,0,c/lee/lee.dat,bmp:file(160-161),c\lee\lee3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\lee\lee3.png,EXACT,AD9AABEB9D2716C934D148EEA1CCE198744725AFC809ACDAD9302E3EA53F8762,,PNG,248,80
native,7,0,c/lee/lee.dat,bmp:head,sprite\face\lee_f.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\face\lee_f.png,EXACT,000E21509640FE482EC6398CEFFDFB52BED18F2F79FA2B4C8391320218E2EB0F,,PNG,145,223
