path,status,nativeParseSuccess,unityParseSuccess,unityParserReturned,unityParserDiagnosticErrors,unityFullConverterSuccess,unityIsolatedSubblockFailures,comparisonScope,nativeDiagnosticsCount,unityDiagnosticsCount,firstFrameError,nativeFrames,unityFrames,missingFrames,extraFrames,DTO_FIELD_MISSING,TYPED_VALUE_DIFFERENCE,REPRESENTATION_SHAPE_REVIEW,domain,PARSED_BODY_FIELD_REVIEW,rejectedFrames,rejectedSubblocks,unavailableTypedProjection,nativeProjectionDiagnostic,subblockStructureDifference
c/chi/pup8.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,8,,157,157,0,0,412,47,126,INDEXED_OBJECT_DAT,874,,,,,
c/chi/pup9.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,8,,144,144,0,0,340,34,82,INDEXED_OBJECT_DAT,794,,,,,
c/dan/a/iza.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,6,,146,146,0,0,348,50,118,INDEXED_OBJECT_DAT,106,,,,,
c/dan/a/mark.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,5,,31,31,0,0,148,14,34,INDEXED_OBJECT_DAT,12,,,,,
c/dan/a/win.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,13,,78,78,0,0,224,5,40,INDEXED_OBJECT_DAT,22,,,,,
c/dan/dan.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,16,,386,386,0,0,1740,92,170,INDEXED_OBJECT_DAT,1242,,,,,
c/dan/danr.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,16,,406,406,0,0,1964,70,170,INDEXED_OBJECT_DAT,1428,,,,,
c/dei/a/cla.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,14,,249,249,0,0,904,88,196,INDEXED_OBJECT_DAT,188,,,,,
c/dei/a/cla2.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,3,,16,16,0,0,48,,,INDEXED_OBJECT_DAT,16,,,,,
c/dei/a/cla3.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,3,,34,34,0,0,264,1,4,INDEXED_OBJECT_DAT,,,,,,
c/dei/bir.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,8,,198,198,0,0,508,24,50,INDEXED_OBJECT_DAT,668,,,,,
c/dei/dei.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,10,,307,307,0,0,1340,40,78,INDEXED_OBJECT_DAT,1102,,,,,
c/dei/ncb.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,8,,194,194,0,0,460,24,50,INDEXED_OBJECT_DAT,654,,,,,
c/dei/ncd.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,10,,279,279,0,0,1204,39,74,INDEXED_OBJECT_DAT,972,,,,,
c/dei/zom.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,8,,145,145,0,0,864,170,328,INDEXED_OBJECT_DAT,496,,,,,
c/dei/zom2.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,7,,151,151,0,0,1308,276,514,INDEXED_OBJECT_DAT,498,,,,,
c/gaa/a/san.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,19,,229,229,0,0,1124,43,182,INDEXED_OBJECT_DAT,90,,,,,
c/gaa/a/ult.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,7,,101,101,0,0,372,31,178,INDEXED_OBJECT_DAT,62,,,,,
c/gaa/gaa.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,13,,343,343,0,0,2012,53,94,INDEXED_OBJECT_DAT,1398,,,,,
c/gur/a/cag.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,12,,125,125,0,0,584,24,236,INDEXED_OBJECT_DAT,56,,,,,
c/gur/fakefan.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,7,,148,148,0,0,312,33,72,INDEXED_OBJECT_DAT,532,,,,,
c/gur/gur.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,13,,241,241,0,0,788,40,82,INDEXED_OBJECT_DAT,940,,,,,
c/guy/a/bal.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,13,,166,166,0,0,456,25,148,INDEXED_OBJECT_DAT,8,,,,,
c/guy/gei.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,12,,283,283,0,0,1056,78,152,INDEXED_OBJECT_DAT,1050,,,,,
c/guy/gsi.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,13,,334,334,0,0,1324,86,190,INDEXED_OBJECT_DAT,1278,,,,,
c/guy/guy.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,13,,336,336,0,0,1372,86,190,INDEXED_OBJECT_DAT,1284,,,,,
c/hak/a/mir.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,7,,105,105,0,0,660,16,134,INDEXED_OBJECT_DAT,50,,,,,
c/hak/hak.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,12,,355,355,0,0,1580,86,182,INDEXED_OBJECT_DAT,1364,,,,,
c/han/a/ste.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,4,,38,38,0,0,40,10,20,INDEXED_OBJECT_DAT,,,,,,
c/han/han.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,13,,290,290,0,0,1268,78,198,INDEXED_OBJECT_DAT,1136,,,,,
c/han/smo.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,13,,281,281,0,0,1268,78,198,INDEXED_OBJECT_DAT,1100,,,,,
c/has/a/atk.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,15,,256,256,0,0,1180,134,318,INDEXED_OBJECT_DAT,208,,,,,
c/has/has.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,10,,280,280,0,0,1112,47,92,INDEXED_OBJECT_DAT,1100,,,,,
c/has/hcl.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,7,,143,143,0,0,336,36,64,INDEXED_OBJECT_DAT,770,,,,,
c/has/sag.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,10,,305,305,0,0,1128,47,92,INDEXED_OBJECT_DAT,1180,,,,,
c/hay/a/blo.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,6,,45,45,0,0,216,9,4,INDEXED_OBJECT_DAT,,,,,,
c/hay/a/sla.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,13,,77,77,0,0,144,8,32,INDEXED_OBJECT_DAT,54,,,,,
c/hay/clo1.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,10,,203,203,0,0,388,35,86,INDEXED_OBJECT_DAT,954,,,,,
c/hay/clo2.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,11,,215,215,0,0,452,34,86,INDEXED_OBJECT_DAT,968,,,,,
c/hay/hay.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,14,,376,376,0,0,1668,90,194,INDEXED_OBJECT_DAT,1406,,,,,
c/hay/hays.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,10,,264,264,0,0,1164,66,142,INDEXED_OBJECT_DAT,974,,,,,
c/hid/a/rea.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,6,,46,46,0,0,192,15,40,INDEXED_OBJECT_DAT,58,,,,,
c/hid/a/rea2.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,2,,17,17,0,0,60,7,14,INDEXED_OBJECT_DAT,6,,,,,
c/hid/a/scy.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,3,,7,7,0,0,,,,INDEXED_OBJECT_DAT,,,,,,
c/hid/hid.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,15,,339,339,0,0,1256,127,272,INDEXED_OBJECT_DAT,1252,,,,,
c/hid/rea.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,14,,348,348,0,0,1692,140,378,INDEXED_OBJECT_DAT,1284,,,,,
c/hin/a/are.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,13,,112,112,0,0,460,24,114,INDEXED_OBJECT_DAT,8,,,,,
c/hin/a/hincha.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,4,,53,53,0,0,356,17,34,INDEXED_OBJECT_DAT,,,,,,
c/hin/a/wind.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,2,,9,9,0,0,16,4,8,INDEXED_OBJECT_DAT,,,,,,
c/hin/hin.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,21,,505,505,0,0,3044,207,290,INDEXED_OBJECT_DAT,2026,,,,,
c/hir/a/atk.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,4,,63,63,0,0,248,28,44,INDEXED_OBJECT_DAT,22,,,,,
c/hir/hcl.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,8,,199,199,0,0,688,38,76,INDEXED_OBJECT_DAT,860,,,,,
c/hir/hir.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,False,3,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,13,System.InvalidOperationException: WPoint property 'dircontrol' is outside the formal release contract.,316,316,0,0,1584,94,144,INDEXED_OBJECT_DAT,1220,3,3,3,,
c/ita/a/cro.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,6,,38,38,0,0,104,20,44,INDEXED_OBJECT_DAT,6,,,,,
c/ita/a/cro2.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,15,,192,192,0,0,976,22,172,INDEXED_OBJECT_DAT,4,,,,,
c/ita/ita.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,15,,485,485,0,0,1836,88,206,INDEXED_OBJECT_DAT,1500,,,,231,
c/jira/a/mag.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,8,,104,104,0,0,556,9,34,INDEXED_OBJECT_DAT,12,,,,,
c/jira/a/ras.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,10,,103,103,0,0,448,46,96,INDEXED_OBJECT_DAT,14,,,,,
c/jira/a/toad.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,9,,136,136,0,0,532,2,122,INDEXED_OBJECT_DAT,238,,,,,
c/jira/jira.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,18,,512,512,0,0,2508,128,254,INDEXED_OBJECT_DAT,2010,,,,,
c/jira/pre.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,12,,315,315,0,0,1476,71,130,INDEXED_OBJECT_DAT,1146,,,,,
c/jira/sag.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,20,,559,559,0,0,2940,155,326,INDEXED_OBJECT_DAT,2196,,,,,
c/jiro/a/cav.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,9,,109,109,0,0,804,32,214,INDEXED_OBJECT_DAT,86,,,,,
c/jiro/a/gol.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,5,,62,62,0,0,960,,384,INDEXED_OBJECT_DAT,36,,,,,
c/jiro/gol.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,8,,156,156,0,0,64,10,20,INDEXED_OBJECT_DAT,694,,,,,
c/jiro/gol2.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,8,,156,156,0,0,52,11,22,INDEXED_OBJECT_DAT,694,,,,,
c/jiro/jiro.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,12,,343,343,0,0,1424,70,276,INDEXED_OBJECT_DAT,1366,,,,,
c/jiro/jiro1.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,10,,299,299,0,0,988,61,122,INDEXED_OBJECT_DAT,1166,,,,,
c/jug/a/pao.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,9,,135,135,0,0,416,7,128,INDEXED_OBJECT_DAT,4,,,,,
c/jug/jugo.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,15,,354,354,0,0,1272,108,184,INDEXED_OBJECT_DAT,1384,,,,,
c/jug/jugocs2.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,17,,383,383,0,0,1412,115,198,INDEXED_OBJECT_DAT,1484,,,,,
c/kab/a/atk.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,6,,135,135,0,0,480,56,124,INDEXED_OBJECT_DAT,152,,,,,
c/kab/a/cha.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,4,,54,54,0,0,356,17,34,INDEXED_OBJECT_DAT,,,,,,
c/kab/kab.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,10,,362,362,0,0,1584,94,208,INDEXED_OBJECT_DAT,1372,,,,,
c/kab/tsurugi.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,8,,172,172,0,0,1128,221,432,INDEXED_OBJECT_DAT,670,,,,,
c/kab/yoroi.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,7,,149,149,0,0,868,181,354,INDEXED_OBJECT_DAT,556,,,,,
c/kaka/a/rai.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,17,,295,295,0,0,2404,196,530,INDEXED_OBJECT_DAT,364,,,,,
c/kaka/kaka.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,12,,446,446,0,0,1844,120,454,INDEXED_OBJECT_DAT,1798,,,,,
c/kaka/pak.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,7,,72,72,0,0,184,26,80,INDEXED_OBJECT_DAT,106,,,,,
c/kaku/a/nck.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,13,,193,193,0,0,748,89,134,INDEXED_OBJECT_DAT,66,,,,,
c/kaku/kakun.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,11,,339,339,0,0,1012,85,166,INDEXED_OBJECT_DAT,1144,,,,,
c/kaku/kakunck.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,16,,449,449,0,0,1276,102,186,INDEXED_OBJECT_DAT,1450,,,,,
c/kaku/kakunre.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,14,,384,384,0,0,1084,114,222,INDEXED_OBJECT_DAT,1472,,,,,
c/kaku/maskair.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,9,,206,206,0,0,636,110,230,INDEXED_OBJECT_DAT,734,,,,,
c/kaku/maskfir.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,10,,234,234,0,0,760,121,252,INDEXED_OBJECT_DAT,832,,,,,
