oid	type	action	pointHp	pointMp	ohp	omp	maxPresent	maxMp	hpOut	boundOut	baseOut	mpOut	baseMpOut	displayHp	displayMax	score	damage	scoreStep	damageStep	hpStep	maxStep
876	3	10	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
877	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
883	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
884	1	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
888	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
899	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
900	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
901	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
902	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
903	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
904	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
905	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
906	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
907	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
998	5	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
999	5	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
