id	throwvx_bits	throwvy_bits	throwvz_bits	injury	wpoint_x	caughtact	catchingact	pickedact	pickingact
n00361	8DE88FF0	8DE88FF0	8DE88FF0	0	0	-1	-1	-1	-1
n00362	25F97D39	25F97D39	25F97D39	0	0	4	4	4	4
n00363	8CEFE790	8CEFE790	8CEFE790	0	0	-3	-3	-3	-3
n00364	70378FA5	70378FA5	70378FA5	0	0	2	2	2	2
n00365	9C7A3622	9C7A3622	9C7A3622	0	0	-8	-8	-8	-8
n00366	6A8164DE	6A8164DE	6A8164DE	0	0	7	7	7	7
n00367	06153ECF	06153ECF	06153ECF	0	0	2	2	2	2
n00368	6D2A204E	6D2A204E	6D2A204E	0	0	3	3	3	3
n00369	4E87A35C	4E87A35C	4E87A35C	0	0	1	1	1	1
n00370	9A0F0FE8	9A0F0FE8	9A0F0FE8	0	0	-2	-2	-2	-2
n00371	C2903381	C2903381	C2903381	0	0	-72	-72	-72	-72
n00372	1AC464AC	1AC464AC	1AC464AC	0	0	8	8	8	8
n00373	53C8BFD4	53C8BFD4	53C8BFD4	0	0	1	1	1	1
n00374	2D64438B	2D64438B	2D64438B	0	0	1	1	1	1
n00375	E9472C26	E9472C26	E9472C26	0	0	-1	-1	-1	-1
n00376	E56A1181	E56A1181	E56A1181	0	0	-6	-6	-6	-6
n00377	D17CC244	D17CC244	D17CC244	0	0	-6	-6	-6	-6
n00378	E3F1420A	E3F1420A	E3F1420A	0	0	-8	-8	-8	-8
n00379	E4805D32	E4805D32	E4805D32	0	0	-1	-1	-1	-1
n00380	3A32F5FA	3A32F5FA	3A32F5FA	0	0	0	0	0	0
n00381	0D133A44	0D133A44	0D133A44	0	0	4	4	4	4
n00382	31254B4E	31254B4E	31254B4E	0	0	2	2	2	2
n00383	EBB70CEB	EBB70CEB	EBB70CEB	0	0	-4	-4	-4	-4
n00384	C3842E13	C3842E13	C3842E13	0	0	-264	-264	-264	-264
n00385	9641DA88	9641DA88	9641DA88	0	0	-1	-1	-1	-1
n00386	5076343D	5076343D	5076343D	0	0	1	1	1	1
n00387	8C2B2703	8C2B2703	8C2B2703	0	0	-1	-1	-1	-1
n00388	DCCEDCE6	DCCEDCE6	DCCEDCE6	0	0	-4	-4	-4	-4
n00389	0F1AE08C	0F1AE08C	0F1AE08C	0	0	7	7	7	7
n00390	C40B2ED7	C40B2ED7	C40B2ED7	0	0	-556	-556	-556	-556
n00391	EF1EB1B9	EF1EB1B9	EF1EB1B9	0	0	-4	-4	-4	-4
n00392	B2223995	B2223995	B2223995	0	0	-9	-9	-9	-9
n00393	9F026D97	9F026D97	9F026D97	0	0	-2	-2	-2	-2
n00394	98A1E252	98A1E252	98A1E252	0	0	-4	-4	-4	-4
n00395	0598097C	0598097C	0598097C	0	0	1	1	1	1
n00396	93747FF6	93747FF6	93747FF6	0	0	-3	-3	-3	-3
n00397	2E7D978B	2E7D978B	2E7D978B	0	0	5	5	5	5
n00398	0CAA2FF3	0CAA2FF3	0CAA2FF3	0	0	2	2	2	2
n00399	E87B8C99	E87B8C99	E87B8C99	0	0	-4	-4	-4	-4
n00400	8B9C8BDE	8B9C8BDE	8B9C8BDE	0	0	-6	-6	-6	-6
n00401	46151AE9	46151AE9	46151AE9	0	0	9542	9542	9542	9542
n00402	2C4F08BB	2C4F08BB	2C4F08BB	0	0	2	2	2	2
n00403	5D2878D4	5D2878D4	5D2878D4	0	0	7	7	7	7
n00404	CAB309CF	CAB309CF	CAB309CF	0	0	-5866727	-5866727	-5866727	-5866727
n00405	86BC8840	86BC8840	86BC8840	0	0	-7	-7	-7	-7
n00406	076019F0	076019F0	076019F0	0	0	1	1	1	1
n00407	CF24F40C	CF24F40C	CF24F40C	0	0	-2	-2	-2	-2
n00408	81BF35D6	81BF35D6	81BF35D6	0	0	-7	-7	-7	-7
n00409	ED1C8DD9	ED1C8DD9	ED1C8DD9	0	0	-3	-3	-3	-3
n00410	DD9EF02D	DD9EF02D	DD9EF02D	0	0	-1	-1	-1	-1
n00411	4DA77799	4DA77799	4DA77799	351204128	351204128	351204128	351204128	351204128	351204128
n00412	5A084795	5A084795	5A084795	0	0	9	9	9	9
n00413	D9E45BFF	D9E45BFF	D9E45BFF	0	0	-8	-8	-8	-8
n00414	BF9B46A2	BF9B46A2	BF9B46A2	0	0	-1	-1	-1	-1
n00415	5FFDCDF8	5FFDCDF8	5FFDCDF8	0	0	3	3	3	3
n00416	8B859459	8B859459	8B859459	0	0	-5	-5	-5	-5
n00417	158F990F	158F990F	158F990F	0	0	5	5	5	5
n00418	09D7A859	09D7A859	09D7A859	0	0	5	5	5	5
n00419	3C3BFEB0	3C3BFEB0	3C3BFEB0	0	0	0	0	0	0
n00420	7140A6CA	7140A6CA	7140A6CA	0	0	9	9	9	9
n00421	7D9A8E07	7D9A8E07	7D9A8E07	0	0	2	2	2	2
n00422	404D853E	404D853E	404D853E	0	0	3	3	3	3
n00423	120AB92A	120AB92A	120AB92A	0	0	4	4	4	4
n00424	56BA7335	56BA7335	56BA7335	0	0	1	1	1	1
n00425	CB318B23	CB318B23	CB318B23	-11635491	-11635491	-11635491	-11635491	-11635491	-11635491
n00426	ED4B9652	ED4B9652	ED4B9652	0	0	-3	-3	-3	-3
n00427	A4CA65A2	A4CA65A2	A4CA65A2	0	0	-8	-8	-8	-8
n00428	EDA59ACA	EDA59ACA	EDA59ACA	0	0	-6	-6	-6	-6
n00429	722B66E2	722B66E2	722B66E2	0	0	3	3	3	3
n00430	06DCA59E	06DCA59E	06DCA59E	0	0	8	8	8	8
n00431	5A0D8C0A	5A0D8C0A	5A0D8C0A	0	0	9	9	9	9
n00432	FEE03ECD	FEE03ECD	FEE03ECD	0	0	-1	-1	-1	-1
n00433	B418FEDF	B418FEDF	B418FEDF	0	0	-1	-1	-1	-1
n00434	F9E238FC	F9E238FC	F9E238FC	0	0	-1	-1	-1	-1
n00435	387DCE9C	387DCE9C	387DCE9C	0	0	6	6	6	6
n00436	97394F13	97394F13	97394F13	0	0	-5	-5	-5	-5
n00437	DB36E220	DB36E220	DB36E220	0	0	-5	-5	-5	-5
n00438	1D40F1CB	1D40F1CB	1D40F1CB	0	0	2	2	2	2
n00439	F328D14A	F328D14A	F328D14A	0	0	-1	-1	-1	-1
n00440	EFDFCB6E	EFDFCB6E	EFDFCB6E	0	0	-1	-1	-1	-1
n00441	883DD078	883DD078	883DD078	0	0	-5	-5	-5	-5
n00442	D01A029E	D01A029E	D01A029E	0	0	-1	-1	-1	-1
n00443	9152DF1A	9152DF1A	9152DF1A	0	0	-1	-1	-1	-1
n00444	9872D349	9872D349	9872D349	0	0	-3	-3	-3	-3
n00445	A33934C4	A33934C4	A33934C4	0	0	-1	-1	-1	-1
n00446	E3F75698	E3F75698	E3F75698	0	0	-9	-9	-9	-9
n00447	C47E4828	C47E4828	C47E4828	0	0	-1017	-1017	-1017	-1017
n00448	67629C75	67629C75	67629C75	0	0	1	1	1	1
n00449	D7360B6C	D7360B6C	D7360B6C	0	0	-2	-2	-2	-2
n00450	08DD83FD	08DD83FD	08DD83FD	0	0	1	1	1	1
n00451	DDF3B6B8	DDF3B6B8	DDF3B6B8	0	0	-2	-2	-2	-2
n00452	48803555	48803555	48803555	0	0	262570	262570	262570	262570
n00453	F134EDCB	F134EDCB	F134EDCB	0	0	-8	-8	-8	-8
n00454	DC9D24AF	DC9D24AF	DC9D24AF	0	0	-3	-3	-3	-3
n00455	83C4655F	83C4655F	83C4655F	0	0	-1	-1	-1	-1
n00456	2FC13731	2FC13731	2FC13731	0	0	3	3	3	3
n00457	6719BAF3	6719BAF3	6719BAF3	0	0	7	7	7	7
n00458	7F0845E0	7F0845E0	7F0845E0	0	0	1	1	1	1
n00459	0D97A4FE	0D97A4FE	0D97A4FE	0	0	9	9	9	9
n00460	8A52BA7E	8A52BA7E	8A52BA7E	0	0	-1	-1	-1	-1
n00461	0FDC6284	0FDC6284	0FDC6284	0	0	2	2	2	2
n00462	9CE6AC23	9CE6AC23	9CE6AC23	0	0	-1	-1	-1	-1
n00463	8C98CFE7	8C98CFE7	8C98CFE7	0	0	-2	-2	-2	-2
n00464	C411F9FA	C411F9FA	C411F9FA	0	0	-583	-583	-583	-583
n00465	830DF95D	830DF95D	830DF95D	0	0	-4	-4	-4	-4
n00466	97858911	97858911	97858911	0	0	-8	-8	-8	-8
n00467	51B013DA	51B013DA	51B013DA	0	0	9	9	9	9
n00468	3DE251C2	3DE251C2	3DE251C2	0	0	0	0	0	0
n00469	90C1E97A	90C1E97A	90C1E97A	0	0	-7	-7	-7	-7
n00470	461BC926	461BC926	461BC926	0	0	9970	9970	9970	9970
n00471	E02CC3D1	E02CC3D1	E02CC3D1	0	0	-4	-4	-4	-4
n00472	3D55C09A	3D55C09A	3D55C09A	0	0	0	0	0	0
n00473	303E41CD	303E41CD	303E41CD	0	0	6	6	6	6
n00474	398B11B1	398B11B1	398B11B1	0	0	0	0	0	0
n00475	3B0C0E4A	3B0C0E4A	3B0C0E4A	0	0	0	0	0	0
n00476	CFCA72FF	CFCA72FF	CFCA72FF	0	0	-6	-6	-6	-6
n00477	2F4D29AB	2F4D29AB	2F4D29AB	0	0	1	1	1	1
n00478	48746C6C	48746C6C	48746C6C	0	0	250289	250289	250289	250289
n00479	B08F4197	B08F4197	B08F4197	0	0	-1	-1	-1	-1
n00480	DDCD3F1B	DDCD3F1B	DDCD3F1B	0	0	-1	-1	-1	-1
n00481	9BF34B44	9BF34B44	9BF34B44	0	0	-4	-4	-4	-4
n00482	1200E722	1200E722	1200E722	0	0	4	4	4	4
n00483	BB54EC7A	BB54EC7A	BB54EC7A	0	0	0	0	0	0
n00484	9372ADA2	9372ADA2	9372ADA2	0	0	-3	-3	-3	-3
n00485	97E5D505	97E5D505	97E5D505	0	0	-1	-1	-1	-1
n00486	CE012DA1	CE012DA1	CE012DA1	-541812800	-541812800	-541812800	-541812800	-541812800	-541812800
n00487	24F1A5EB	24F1A5EB	24F1A5EB	0	0	1	1	1	1
n00488	41433C0C	41433C0C	41433C0C	0	0	12	12	12	12
n00489	4511E286	4511E286	4511E286	0	0	2334	2334	2334	2334
n00490	248DA564	248DA564	248DA564	0	0	6	6	6	6
n00491	26EF3610	26EF3610	26EF3610	0	0	1	1	1	1
n00492	3DF1117D	3DF1117D	3DF1117D	0	0	0	0	0	0
n00493	F09EDDE5	F09EDDE5	F09EDDE5	0	0	-3	-3	-3	-3
n00494	5A31C78A	5A31C78A	5A31C78A	0	0	1	1	1	1
n00495	750EE160	750EE160	750EE160	0	0	1	1	1	1
n00496	D9D18852	D9D18852	D9D18852	0	0	-7	-7	-7	-7
n00497	181F3C91	181F3C91	181F3C91	0	0	2	2	2	2
n00498	A3D1BADA	A3D1BADA	A3D1BADA	0	0	-2	-2	-2	-2
n00499	004A765C	004A765C	004A765C	0	0	6	6	6	6
n00500	299F921E	299F921E	299F921E	0	0	7	7	7	7
n00501	DE4E5F70	DE4E5F70	DE4E5F70	0	0	-3	-3	-3	-3
n00502	361FC9E7	361FC9E7	361FC9E7	0	0	2	2	2	2
n00503	EE01E3ED	EE01E3ED	EE01E3ED	0	0	-1	-1	-1	-1
n00504	D0301731	D0301731	D0301731	0	0	-1	-1	-1	-1
n00505	2D585902	2D585902	2D585902	0	0	1	1	1	1
n00506	258D80FA	258D80FA	258D80FA	0	0	2	2	2	2
n00507	621D339D	621D339D	621D339D	0	0	7	7	7	7
n00508	87FB0C07	87FB0C07	87FB0C07	0	0	-3	-3	-3	-3
n00509	742CAE09	742CAE09	742CAE09	0	0	5	5	5	5
n00510	E8FEE3A5	E8FEE3A5	E8FEE3A5	0	0	-9	-9	-9	-9
n00511	69B9F63B	69B9F63B	69B9F63B	0	0	2	2	2	2
n00512	BAEACBDF	BAEACBDF	BAEACBDF	0	0	0	0	0	0
n00513	31E0757F	31E0757F	31E0757F	0	0	6	6	6	6
n00514	39A151AC	39A151AC	39A151AC	0	0	0	0	0	0
n00515	DAFB0DC3	DAFB0DC3	DAFB0DC3	0	0	-3	-3	-3	-3
n00516	A774A40D	A774A40D	A774A40D	0	0	-3	-3	-3	-3
n00517	0CA99B0A	0CA99B0A	0CA99B0A	0	0	2	2	2	2
n00518	C2047E9B	C2047E9B	C2047E9B	0	0	-33	-33	-33	-33
n00519	20DB9D1F	20DB9D1F	20DB9D1F	0	0	3	3	3	3
n00520	7EAFC69B	7EAFC69B	7EAFC69B	0	0	1	1	1	1
n00521	10549A5E	10549A5E	10549A5E	0	0	4	4	4	4
n00522	612E8F10	612E8F10	612E8F10	0	0	2	2	2	2
n00523	C7B293DE	C7B293DE	C7B293DE	0	0	-91431	-91431	-91431	-91431
n00524	4876F32B	4876F32B	4876F32B	0	0	252876	252876	252876	252876
n00525	C055FDF7	C055FDF7	C055FDF7	0	0	-3	-3	-3	-3
n00526	F3AE447C	F3AE447C	F3AE447C	0	0	-2	-2	-2	-2
n00527	0BC7AC0B	0BC7AC0B	0BC7AC0B	0	0	7	7	7	7
n00528	9ECA741C	9ECA741C	9ECA741C	0	0	-2	-2	-2	-2
n00529	8F87719D	8F87719D	8F87719D	0	0	-1	-1	-1	-1
n00530	358EAD40	358EAD40	358EAD40	0	0	1	1	1	1
n00531	672EC7B4	672EC7B4	672EC7B4	0	0	8	8	8	8
n00532	B5DCB74E	B5DCB74E	B5DCB74E	0	0	-1	-1	-1	-1
n00533	2FC29798	2FC29798	2FC29798	0	0	3	3	3	3
n00534	D9CDE433	D9CDE433	D9CDE433	0	0	-7	-7	-7	-7
n00535	77B66BD7	77B66BD7	77B66BD7	0	0	7	7	7	7
n00536	5C2946EE	5C2946EE	5C2946EE	0	0	1	1	1	1
n00537	5D763306	5D763306	5D763306	0	0	1	1	1	1
n00538	F667788D	F667788D	F667788D	0	0	-1	-1	-1	-1
n00539	31F33AA7	31F33AA7	31F33AA7	0	0	7	7	7	7
n00540	F9EE92D4	F9EE92D4	F9EE92D4	0	0	-1	-1	-1	-1
n00541	AC09B3FB	AC09B3FB	AC09B3FB	0	0	-1	-1	-1	-1
n00542	7865CFBB	7865CFBB	7865CFBB	0	0	1	1	1	1
n00543	6AD96D0E	6AD96D0E	6AD96D0E	0	0	1	1	1	1
n00544	B5B9EB26	B5B9EB26	B5B9EB26	0	0	-1	-1	-1	-1
n00545	93C01696	93C01696	93C01696	0	0	-4	-4	-4	-4
n00546	6A9D73B6	6A9D73B6	6A9D73B6	0	0	9	9	9	9
n00547	46880B5E	46880B5E	46880B5E	0	0	17413	17413	17413	17413
n00548	BD4989F4	BD4989F4	BD4989F4	0	0	0	0	0	0
n00549	269776B1	269776B1	269776B1	0	0	1	1	1	1
n00550	77E585C8	77E585C8	77E585C8	0	0	9	9	9	9
n00551	49515962	49515962	49515962	0	0	857494	857494	857494	857494
n00552	44FC90DD	44FC90DD	44FC90DD	0	0	2020	2020	2020	2020
n00553	029181B8	029181B8	029181B8	0	0	2	2	2	2
n00554	A30EAA28	A30EAA28	A30EAA28	0	0	-7	-7	-7	-7
n00555	B8B7257A	B8B7257A	B8B7257A	0	0	-8	-8	-8	-8
n00556	59C8A2CB	59C8A2CB	59C8A2CB	0	0	7	7	7	7
n00557	0AE8AD6A	0AE8AD6A	0AE8AD6A	0	0	2	2	2	2
n00558	BA03E784	BA03E784	BA03E784	0	0	0	0	0	0
n00559	2C71E149	2C71E149	2C71E149	0	0	3	3	3	3
n00560	F16E7EC8	F16E7EC8	F16E7EC8	0	0	-1	-1	-1	-1
n00561	CDDABEEE	CDDABEEE	CDDABEEE	-458743232	-458743232	-458743232	-458743232	-458743232	-458743232
n00562	1DF65EDC	1DF65EDC	1DF65EDC	0	0	6	6	6	6
n00563	BA270E9F	BA270E9F	BA270E9F	0	0	0	0	0	0
n00564	E3400122	E3400122	E3400122	0	0	-3	-3	-3	-3
n00565	0E893A8F	0E893A8F	0E893A8F	0	0	3	3	3	3
n00566	90E36D68	90E36D68	90E36D68	0	0	-8	-8	-8	-8
n00567	42F92577	42F92577	42F92577	0	0	124	124	124	124
n00568	97076CC1	97076CC1	97076CC1	0	0	-4	-4	-4	-4
n00569	B22AA972	B22AA972	B22AA972	0	0	-9	-9	-9	-9
n00570	810B13E6	810B13E6	810B13E6	0	0	-2	-2	-2	-2
n00571	4E1C9635	4E1C9635	4E1C9635	656772416	656772416	656772416	656772416	656772416	656772416
n00572	E242A88B	E242A88B	E242A88B	0	0	-8	-8	-8	-8
n00573	D35A96DD	D35A96DD	D35A96DD	0	0	-9	-9	-9	-9
n00574	E906452D	E906452D	E906452D	0	0	-1	-1	-1	-1
n00575	12E911CE	12E911CE	12E911CE	0	0	1	1	1	1
n00576	827DAC16	827DAC16	827DAC16	0	0	-1	-1	-1	-1
n00577	CFEB96AF	CFEB96AF	CFEB96AF	0	0	-7	-7	-7	-7
n00578	8233EE1A	8233EE1A	8233EE1A	0	0	-1	-1	-1	-1
n00579	83351D86	83351D86	83351D86	0	0	-5	-5	-5	-5
n00580	5AE9FE95	5AE9FE95	5AE9FE95	0	0	3	3	3	3
n00581	D085AC6F	D085AC6F	D085AC6F	0	0	-1	-1	-1	-1
n00582	356EBAE3	356EBAE3	356EBAE3	0	0	8	8	8	8
n00583	B940AC07	B940AC07	B940AC07	0	0	0	0	0	0
n00584	C3A49160	C3A49160	C3A49160	0	0	-329	-329	-329	-329
n00585	52AFEEB4	52AFEEB4	52AFEEB4	0	0	3	3	3	3
n00586	68122DD5	68122DD5	68122DD5	0	0	2	2	2	2
n00587	2C86A72A	2C86A72A	2C86A72A	0	0	3	3	3	3
n00588	1DA78327	1DA78327	1DA78327	0	0	4	4	4	4
n00589	63EB7708	63EB7708	63EB7708	0	0	8	8	8	8
n00590	3EA47DEB	3EA47DEB	3EA47DEB	0	0	0	0	0	0
n00591	6DD9EC9D	6DD9EC9D	6DD9EC9D	0	0	8	8	8	8
n00592	ABC3AE71	ABC3AE71	ABC3AE71	0	0	-1	-1	-1	-1
n00593	C887065E	C887065E	C887065E	0	0	-276530	-276530	-276530	-276530
n00594	5AFAAA9A	5AFAAA9A	5AFAAA9A	0	0	3	3	3	3
n00595	DF19EA80	DF19EA80	DF19EA80	0	0	-1	-1	-1	-1
n00596	52F56D80	52F56D80	52F56D80	0	0	5	5	5	5
n00597	2350E58A	2350E58A	2350E58A	0	0	1	1	1	1
n00598	311E2A16	311E2A16	311E2A16	0	0	2	2	2	2
n00599	59A92C43	59A92C43	59A92C43	0	0	5	5	5	5
n00600	54424180	54424180	54424180	0	0	3	3	3	3
n00601	1DE69CCB	1DE69CCB	1DE69CCB	0	0	6	6	6	6
n00602	03798009	03798009	03798009	0	0	7	7	7	7
n00603	26E7E9CF	26E7E9CF	26E7E9CF	0	0	1	1	1	1
n00604	48C59ADD	48C59ADD	48C59ADD	0	0	404694	404694	404694	404694
n00605	3F034791	3F034791	3F034791	0	0	0	0	0	0
n00606	DB438C40	DB438C40	DB438C40	0	0	-5	-5	-5	-5
n00607	5EB2521D	5EB2521D	5EB2521D	0	0	6	6	6	6
n00608	9219A62D	9219A62D	9219A62D	0	0	-4	-4	-4	-4
n00609	56D2CD4F	56D2CD4F	56D2CD4F	0	0	1	1	1	1
n00610	D0812E75	D0812E75	D0812E75	0	0	-1	-1	-1	-1
n00611	9E622382	9E622382	9E622382	0	0	-1	-1	-1	-1
n00612	33555CF3	33555CF3	33555CF3	0	0	4	4	4	4
n00613	914C1560	914C1560	914C1560	0	0	-1	-1	-1	-1
n00614	6657D7A9	6657D7A9	6657D7A9	0	0	2	2	2	2
n00615	71AFDE0E	71AFDE0E	71AFDE0E	0	0	1	1	1	1
n00616	9DF693C7	9DF693C7	9DF693C7	0	0	-6	-6	-6	-6
n00617	A50B300F	A50B300F	A50B300F	0	0	-1	-1	-1	-1
n00618	8B39E16C	8B39E16C	8B39E16C	0	0	-3	-3	-3	-3
n00619	CF678654	CF678654	CF678654	0	0	-3	-3	-3	-3
n00620	AD5FF6A0	AD5FF6A0	AD5FF6A0	0	0	-1	-1	-1	-1
n00621	E9CA8CA8	E9CA8CA8	E9CA8CA8	0	0	-3	-3	-3	-3
n00622	893E307F	893E307F	893E307F	0	0	-2	-2	-2	-2
n00623	C35A0DC7	C35A0DC7	C35A0DC7	0	0	-218	-218	-218	-218
n00624	43400B8F	43400B8F	43400B8F	0	0	192	192	192	192
n00625	C85551D5	C85551D5	C85551D5	0	0	-218439	-218439	-218439	-218439
n00626	8711C8DE	8711C8DE	8711C8DE	0	0	-1	-1	-1	-1
n00627	41C6E580	41C6E580	41C6E580	0	0	24	24	24	24
n00628	E47F933E	E47F933E	E47F933E	0	0	-1	-1	-1	-1
n00629	18C3D4E2	18C3D4E2	18C3D4E2	0	0	5	5	5	5
n00630	F17B30BE	F17B30BE	F17B30BE	0	0	-1	-1	-1	-1
n00631	646AB67A	646AB67A	646AB67A	0	0	1	1	1	1
n00632	B63556AB	B63556AB	B63556AB	0	0	-2	-2	-2	-2
n00633	BE586920	BE586920	BE586920	0	0	0	0	0	0
n00634	309E86C8	309E86C8	309E86C8	0	0	1	1	1	1
n00635	10383F7E	10383F7E	10383F7E	0	0	3	3	3	3
n00636	42B3910A	42B3910A	42B3910A	0	0	89	89	89	89
n00637	27405A9B	27405A9B	27405A9B	0	0	2	2	2	2
n00638	11D3A333	11D3A333	11D3A333	0	0	3	3	3	3
n00639	D2A568DD	D2A568DD	D2A568DD	0	0	-3	-3	-3	-3
n00640	F8CAE646	F8CAE646	F8CAE646	0	0	-3	-3	-3	-3
n00641	286D4093	286D4093	286D4093	0	0	1	1	1	1
n00642	46688AC8	46688AC8	46688AC8	0	0	14882	14882	14882	14882
n00643	D9ABD9C0	D9ABD9C0	D9ABD9C0	0	0	-6	-6	-6	-6
n00644	59A77466	59A77466	59A77466	0	0	5	5	5	5
n00645	C824C954	C824C954	C824C954	0	0	-168741	-168741	-168741	-168741
n00646	19CCA171	19CCA171	19CCA171	0	0	2	2	2	2
n00647	250920ED	250920ED	250920ED	0	0	1	1	1	1
n00648	F3A026A5	F3A026A5	F3A026A5	0	0	-2	-2	-2	-2
n00649	EF23C0BF	EF23C0BF	EF23C0BF	0	0	-5	-5	-5	-5
n00650	BC574F91	BC574F91	BC574F91	0	0	0	0	0	0
n00651	DC3182D3	DC3182D3	DC3182D3	0	0	-1	-1	-1	-1
n00652	CDFC6B47	CDFC6B47	CDFC6B47	-529361120	-529361120	-529361120	-529361120	-529361120	-529361120
n00653	6FC9B487	6FC9B487	6FC9B487	0	0	1	1	1	1
n00654	4EFA8C18	4EFA8C18	4EFA8C18	0	0	2	2	2	2
n00655	CF1ABF19	CF1ABF19	CF1ABF19	0	0	-2	-2	-2	-2
n00656	E344BC7C	E344BC7C	E344BC7C	0	0	-3	-3	-3	-3
n00657	7742801C	7742801C	7742801C	0	0	3	3	3	3
n00658	4F183C1C	4F183C1C	4F183C1C	0	0	2	2	2	2
n00659	A8760E81	A8760E81	A8760E81	0	0	-1	-1	-1	-1
n00660	1B044FD8	1B044FD8	1B044FD8	0	0	1	1	1	1
n00661	52EDD473	52EDD473	52EDD473	0	0	5	5	5	5
n00662	933B1433	933B1433	933B1433	0	0	-2	-2	-2	-2
n00663	A6F3E705	A6F3E705	A6F3E705	0	0	-1	-1	-1	-1
n00664	8E47F342	8E47F342	8E47F342	0	0	-2	-2	-2	-2
n00665	6EEE508E	6EEE508E	6EEE508E	0	0	3	3	3	3
n00666	017E2F79	017E2F79	017E2F79	0	0	4	4	4	4
n00667	093088C5	093088C5	093088C5	0	0	2	2	2	2
n00668	6A9020FB	6A9020FB	6A9020FB	0	0	8	8	8	8
n00669	5F03207C	5F03207C	5F03207C	0	0	9	9	9	9
n00670	C3696AD7	C3696AD7	C3696AD7	0	0	-233	-233	-233	-233
n00671	46034F15	46034F15	46034F15	0	0	8403	8403	8403	8403
n00672	A5BB4A1D	A5BB4A1D	A5BB4A1D	0	0	-3	-3	-3	-3
n00673	27630699	27630699	27630699	0	0	3	3	3	3
n00674	06BE4504	06BE4504	06BE4504	0	0	7	7	7	7
n00675	7172C82D	7172C82D	7172C82D	0	0	1	1	1	1
n00676	22861599	22861599	22861599	0	0	3	3	3	3
n00677	D1F17F2A	D1F17F2A	D1F17F2A	0	0	-1	-1	-1	-1
n00678	03DE4581	03DE4581	03DE4581	0	0	1	1	1	1
n00679	5E44CF28	5E44CF28	5E44CF28	0	0	3	3	3	3
n00680	DD4EDE79	DD4EDE79	DD4EDE79	0	0	-9	-9	-9	-9
n00681	C00BD143	C00BD143	C00BD143	0	0	-2	-2	-2	-2
n00682	B2856251	B2856251	B2856251	0	0	-1	-1	-1	-1
n00683	08E7A068	08E7A068	08E7A068	0	0	1	1	1	1
n00684	7008CAB0	7008CAB0	7008CAB0	0	0	1	1	1	1
n00685	8CFE39F5	8CFE39F5	8CFE39F5	0	0	-3	-3	-3	-3
n00686	D4E9DF99	D4E9DF99	D4E9DF99	0	0	-8	-8	-8	-8
n00687	A1E559DA	A1E559DA	A1E559DA	0	0	-1	-1	-1	-1
n00688	E3ECFFC6	E3ECFFC6	E3ECFFC6	0	0	-8	-8	-8	-8
n00689	DDA574FF	DDA574FF	DDA574FF	0	0	-1	-1	-1	-1
n00690	FB863E66	FB863E66	FB863E66	0	0	-1	-1	-1	-1
n00691	0FBBFD1C	0FBBFD1C	0FBBFD1C	0	0	1	1	1	1
n00692	E7FBC483	E7FBC483	E7FBC483	0	0	-2	-2	-2	-2
n00693	C8EF7E30	C8EF7E30	C8EF7E30	0	0	-490481	-490481	-490481	-490481
n00694	9EB98A0A	9EB98A0A	9EB98A0A	0	0	-1	-1	-1	-1
n00695	05B42445	05B42445	05B42445	0	0	1	1	1	1
n00696	A73D0B69	A73D0B69	A73D0B69	0	0	-2	-2	-2	-2
n00697	6AC5269B	6AC5269B	6AC5269B	0	0	1	1	1	1
n00698	A1656ED8	A1656ED8	A1656ED8	0	0	-7	-7	-7	-7
n00699	FF78D7DE	FF78D7DE	FF78D7DE	0	0	-3	-3	-3	-3
n00700	25DCB0FF	25DCB0FF	25DCB0FF	0	0	3	3	3	3
n00701	60788172	60788172	60788172	0	0	7	7	7	7
n00702	F6A3CE99	F6A3CE99	F6A3CE99	0	0	-1	-1	-1	-1
n00703	0C03C83D	0C03C83D	0C03C83D	0	0	1	1	1	1
n00704	D08AA431	D08AA431	D08AA431	0	0	-1	-1	-1	-1
n00705	D75F0805	D75F0805	D75F0805	0	0	-2	-2	-2	-2
n00706	81571013	81571013	81571013	0	0	-3	-3	-3	-3
n00707	530E9409	530E9409	530E9409	0	0	6	6	6	6
n00708	FF4BE779	FF4BE779	FF4BE779	0	0	-2	-2	-2	-2
n00709	A71F2C1E	A71F2C1E	A71F2C1E	0	0	-2	-2	-2	-2
n00710	8F7894CD	8F7894CD	8F7894CD	0	0	-1	-1	-1	-1
n00711	231DC8FD	231DC8FD	231DC8FD	0	0	8	8	8	8
n00712	A32369BE	A32369BE	A32369BE	0	0	-8	-8	-8	-8
n00713	277AEB24	277AEB24	277AEB24	0	0	3	3	3	3
n00714	300322DE	300322DE	300322DE	0	0	4	4	4	4
n00715	01DD41A1	01DD41A1	01DD41A1	0	0	8	8	8	8
n00716	6B378066	6B378066	6B378066	0	0	2	2	2	2
n00717	404EEDC4	404EEDC4	404EEDC4	0	0	3	3	3	3
n00718	2F9E5331	2F9E5331	2F9E5331	0	0	2	2	2	2
n00719	3E7FF587	3E7FF587	3E7FF587	0	0	0	0	0	0
n00720	B7AD13FA	B7AD13FA	B7AD13FA	0	0	-2	-2	-2	-2
n00721	8245B8F6	8245B8F6	8245B8F6	0	0	-1	-1	-1	-1
n00722	57C466E3	57C466E3	57C466E3	0	0	4	4	4	4
n00723	0B9BC677	0B9BC677	0B9BC677	0	0	6	6	6	6
