id	float_bits	strict_int	first_int
n00911	CEFE3ECE	0	-2
n00912	757BB7D8	0	3
n00913	B41628FE	0	-1
n00914	7CD74FAA	0	8
n00915	F50F4C87	0	-1
n00916	1424455A	0	8
n00917	ACCF74F5	0	-5
n00918	E030CB24	0	-5
n00919	DAC4C3FA	0	-2
n00920	37BC5D2C	0	2
n00921	DAB16AA1	0	-2
n00922	00000000	0	0
n00923	A8D40F56	0	-235
n00924	80000000	0	0
n00925	D048C54E	0	0
n00926	0160EFC3	0	0
n00927	9368824A	0	0
n00928	00000000	0	0
n00929	67443BA6	0	9266841
n00930	3D9845F3	0	0
n00931	00000000	0	6662219
n00932	000016F3	0	8233205
n00933	00000000	0	0
n00934	00000000	0	0
n00935	FC35F39B	0	0
n00936	35859CC3	0	0
n00937	00000000	0	0
n00938	80000000	0	-99961
n00939	80000000	0	0
n00940	00000000	0	0
n00941	80000000	0	-3
n00942	00000000	0	513
n00943	80000000	0	0
n00944	00000000	0	0
n00945	141831A6	0	7683830
n00946	80000000	0	0
n00947	30A48294	0	0
n00948	80000000	0	-57860
n00949	00000000	0	0
n00950	00000000	0	986431937
n00951	97675F35	0	0
n00952	000000A4	0	0
n00953	00000000	0	0
n00954	00000000	0	0
n00955	80000000	0	0
n00956	B5438A5A	0	0
n00957	00000000	0	1633
n00958	3A4B6182	0	0
n00959	9E08E505	0	0
n00960	00000000	0	0
n00961	00000000	0	0
n00962	80000000	0	0
n00963	0A0C890B	0	0
n00964	00000000	0	0
n00965	00000000	0	0
n00966	00000000	0	0
n00967	800006A0	0	0
n00968	00000000	0	3213
n00969	00000000	0	0
n00970	C0D63465	0	0
n00971	00000000	0	-1
n00972	1FB68AC8	0	0
n00973	80000000	0	-8144911
n00974	00000000	0	-10
n00975	249CDF9B	0	0
n00976	DFE25E3C	0	0
n00977	00000000	0	0
n00978	00000000	0	0
n00979	80000000	0	-1
n00980	C0A09759	0	0
n00981	00000000	0	0
n00982	AB657413	0	0
n00983	7420AC9B	0	0
n00984	80000000	0	-5
n00985	320E161F	0	0
n00986	00000000	0	0
n00987	A9DC5ECD	0	0
n00988	00000000	0	0
n00989	00000000	0	0
n00990	EDF309CC	0	0
n00991	00000000	0	0
n00992	990AF717	0	-71843318
n00993	B791C42B	0	-1
n00994	75ECC70C	0	0
n00995	6335DE0F	0	3354
n00996	00000000	0	0
n00997	320FB3E9	0	836460269
n00998	00000000	0	5447731
n00999	00000000	0	0
n01000	2CB445D1	0	0
n01001	00000000	0	0
n01002	55F37549	0	3346
n01003	D80CE69C	0	0
n01004	BA4E4550	0	0
n01005	00000000	0	0
n01006	80000000	0	0
n01007	C4F7F8B3	0	0
n01008	00000000	0	8
n01009	00000000	0	0
n01010	00000000	0	9685018
n01011	00000000	0	0
n01012	0A469850	0	9562
n01013	00000000	0	6617554
n01014	00000000	0	0
n01015	0E42076F	0	0
n01016	4953A937	0	0
n01017	CD5E850E	0	0
n01018	00000000	0	-34094683
n01019	00000000	0	0
n01020	80000000	0	0
n01021	00000000	0	5
n01022	80000000	0	-2
n01023	00000000	0	0
n01024	FC9423DD	0	0
n01025	00000000	0	0
n01026	00000000	0	0
n01027	00000000	0	0
n01028	00000000	0	0
n01029	00000000	0	0
n01030	6A6D96C5	0	0
n01031	00000000	0	0
n01032	194EF7FB	0	1
n01033	BA695326	0	-890063483
n01034	1AA18E42	0	668
n01035	00000000	0	1390
n01036	00000000	0	0
n01037	00000000	0	0
n01038	A0A8E7D0	0	0
n01039	00000000	0	0
n01040	A3E5BF35	0	0
n01041	00000000	0	0
n01042	8D3B1BC7	0	0
n01043	80000000	0	0
n01044	00000000	0	0
n01045	33F594E9	0	0
n01046	00000000	0	0
n01047	80000000	0	0
n01048	80000000	0	0
n01049	0000898A	0	0
n01050	E7280E5A	0	0
n01051	00000000	0	0
n01052	00000000	0	0
n01053	827F0056	0	-1873
n01054	00000000	0	0
n01055	00000000	0	0
n01056	00000000	0	0
n01057	80000000	0	-46
n01058	00000000	0	0
n01059	745AB443	0	0
n01060	00000000	0	0
n01061	80000000	0	0
n01062	00000000	0	0
n01063	00000000	0	0
n01064	00000000	0	0
n01065	C21DE9CC	0	0
n01066	00000000	0	0
n01067	38B75E29	0	0
n01068	9562D205	0	0
n01069	00000000	0	35
n01070	00000000	0	0
n01071	6F0FE5B4	0	0
n01072	92458C85	0	0
n01073	00000000	0	143
n01074	80000000	0	-11
n01075	00000000	0	0
n01076	00000000	0	954
n01077	00000000	0	0
n01078	00000000	0	0
n01079	307BCC3D	0	0
n01080	3113A90E	0	0
n01081	410F2548	0	0
n01082	7A42131C	0	0
n01083	00000000	0	27273276
n01084	00000000	0	7774935
n01085	00000000	0	0
n01086	00000000	0	0
n01087	AD0BBC86	0	0
n01088	00000000	0	0
n01089	00000000	0	-822
n01090	00000000	0	0
n01091	00000000	0	0
n01092	73CE01F3	0	0
n01093	80000000	0	0
n01094	B2CB26E6	0	-2365
n01095	80000000	0	0
n01096	65E80412	0	0
n01097	69622F2C	0	0
n01098	00000000	0	0
n01099	18CDB560	0	531743987
n01100	301A0AC9	0	0
n01101	00000000	0	9986
n01102	8A3AEC35	0	0
n01103	62B1EEB1	0	16
n01104	36386C73	0	0
n01105	8891A71B	0	0
n01106	00000000	0	0
n01107	423BC4CC	0	0
n01108	E864241A	0	0
n01109	00000000	0	-48409
n01110	00000000	0	464
n01111	00000000	0	0
n01112	00000000	0	0
n01113	00000000	0	0
n01114	00000000	0	0
n01115	034A2474	0	0
n01116	00000000	0	5
n01117	E58C1B76	0	0
n01118	B6A54237	0	0
n01119	80000000	0	-23
n01120	3DBB0B80	0	0
n01121	BA2111D2	0	0
n01122	00000000	0	0
n01123	80000000	0	0
n01124	4D0F37F9	0	0
n01125	00000000	0	0
n01126	00000000	0	0
n01127	00000000	0	-45
n01128	00000000	0	285085050
n01129	00000000	0	-7898645
n01130	00000000	0	0
n01131	00000000	0	8
n01132	00000000	0	0
n01133	80000000	0	0
n01134	00000000	0	345
n01135	00000000	0	0
n01136	00000000	0	-58584323
n01137	80000000	0	-4
n01138	4F31FABE	0	2986
n01139	80000000	0	-339
n01140	80000000	0	0
n01141	00000000	0	0
n01142	00000000	0	0
n01143	00000000	0	0
n01144	80000000	0	0
n01145	5D900EAA	0	0
n01146	C43D64EE	0	0
n01147	00000000	0	383622
n01148	80000000	0	0
n01149	9E6BFBA7	0	0
n01150	80000000	0	-31
n01151	A7D0D2BA	0	0
n01152	00000000	0	0
n01153	00000000	0	0
n01154	00000000	0	0
n01155	80000000	0	-42954510
n01156	00000000	0	0
n01157	FA246311	0	0
n01158	14702834	0	0
n01159	00000000	0	84904
n01160	80000000	0	0
n01161	80000000	0	-2
n01162	80000001	0	0
n01163	4C3FEEB1	0	0
n01164	8ECA4F58	0	-4987324
n01165	8564E003	0	-1076165
n01166	5007C66A	0	0
n01167	00000000	0	0
n01168	00000000	0	0
n01169	00242F89	0	0
n01170	D4F8B639	0	0
n01171	64BAF222	0	0
n01172	00000000	0	0
n01173	2DD62E28	0	0
n01174	95276881	0	0
n01175	A28DA392	0	-3839
n01176	80000000	0	0
n01177	00000000	0	0
n01178	80000000	0	0
n01179	BF12DC13	0	0
n01180	80000000	0	0
n01181	143EA1F9	0	0
n01182	00000000	0	-6
n01183	00000000	0	0
n01184	00000000	0	0
n01185	3A94DCE0	0	113573303
n01186	33185FCF	0	0
n01187	00000000	0	0
n01188	00000000	0	-406410
n01189	8FBFF80D	0	-189295992
n01190	452C6FF3	0	0
n01191	EFDD4DCB	0	0
n01192	00000000	0	0
n01193	80000000	0	0
n01194	00000000	0	0
n01195	1E1CE724	0	0
n01196	00000000	0	26820281
n01197	3A2F7B1B	0	0
n01198	00000000	0	0
n01199	00000000	0	0
n01200	D1029F20	0	0
n01201	00000000	0	0
n01202	304FB8A4	0	755
n01203	00000000	0	0
n01204	00000000	0	0
n01205	00000000	0	0
n01206	00000000	0	0
n01207	7F206F13	0	0
n01208	00000000	0	0
n01209	80000000	0	-296433841
n01210	80000000	0	0
n01211	00000000	0	0
n01212	C608D988	0	0
n01213	00000000	0	123
n01214	00000000	0	0
n01215	80000000	0	0
n01216	BDCB1811	0	-991
n01217	00000000	0	0
n01218	00000000	0	-731534836
n01219	FCC5D756	0	-821
n01220	00000000	0	0
n01221	00000000	0	34587
n01222	00000000	0	-75692
n01223	651F4A6E	0	0
n01224	9D61EB03	0	0
n01225	D03AB553	0	0
n01226	00000000	0	0
n01227	00000000	0	-67
n01228	B71BE248	0	-9
n01229	00000000	0	0
n01230	00000000	0	0
n01231	D83CC156	0	0
n01232	92165D21	0	0
n01233	00000000	0	0
n01234	80000000	0	0
n01235	8E69C735	0	0
n01236	00000000	0	0
n01237	00000000	0	0
n01238	47939410	0	0
n01239	00000000	0	-42984771
n01240	00000000	0	0
n01241	60186EEC	0	0
n01242	00000000	0	0
n01243	00000000	0	0
n01244	000581AB	0	0
n01245	018AE60C	0	0
n01246	00000000	0	34
n01247	00000000	0	0
n01248	00000000	0	61916802
n01249	384533A8	0	0
n01250	00000000	0	0
n01251	00000000	0	73
n01252	BF051A69	0	0
n01253	00000000	0	0
n01254	80000000	0	-31567845
n01255	00000000	0	972416638
n01256	80000000	0	-25
n01257	00000000	0	0
n01258	00000000	0	747569430
n01259	B2FE266F	0	0
n01260	00000000	0	0
n01261	700AE780	0	17
n01262	00000000	0	0
n01263	00000000	0	0
n01264	00000000	0	-4968926
n01265	00000000	0	0
n01266	00000000	0	0
n01267	022CFD0F	0	0
n01268	36CE420B	0	0
n01269	6D087F29	0	0
n01270	00000000	0	0
n01271	4704487D	0	0
n01272	3CF4C598	0	0
n01273	BA03126F	0	0
n01274	00000000	0	-3062975
n01275	00000000	0	0
n01276	00000000	0	0
n01277	00000000	0	0
n01278	48EFA15E	0	0
n01279	B2173997	0	0
n01280	518C0227	0	75166
n01281	95547375	0	0
n01282	00000000	0	0
n01283	00000000	0	0
n01284	15C89181	0	0
n01285	89AF2204	0	-4216170
n01286	A4429144	0	0
n01287	00000000	0	-954
n01288	00000000	0	0
n01289	102177D7	0	318
n01290	00000000	0	0
n01291	00000000	0	0
n01292	1200FFB1	0	0
n01293	10A1A958	0	0
n01294	00000001	0	0
n01295	00000000	0	-51884955
n01296	D9CCA850	0	0
n01297	32BCE253	0	0
n01298	00000000	0	0
n01299	FA869110	0	-3493
n01300	80000000	0	-96945782
n01301	00000000	0	0
n01302	FEC39E54	0	0
n01303	80000000	0	-295
n01304	00000000	0	299
n01305	746C60A4	0	749
n01306	80000000	0	0
n01307	8694F4D9	0	0
n01308	779A56DA	0	0
n01309	00000000	0	65432
n01310	6C0AD3E8	0	0
n01311	5523EF04	0	0
n01312	00000000	0	0
n01313	896112A8	0	0
n01314	00000000	0	0
n01315	80000000	0	-989264787
n01316	AD0001CA	0	0
n01317	DC9A89F2	0	-34
n01318	1C197824	0	0
n01319	00000000	0	0
n01320	00000000	0	0
n01321	80000000	0	0
n01322	00000000	0	0
n01323	00000000	0	0
n01324	00000000	0	0
n01325	80000000	0	-75686
n01326	00000000	0	405244
n01327	00000000	0	0
n01328	80000001	0	-91115
n01329	80000000	0	0
n01330	AAE0F18C	0	-3
n01331	A686F915	0	0
n01332	80000000	0	0
n01333	00000000	0	0
n01334	000007BB	0	277
n01335	00000000	0	0
n01336	00000000	0	0
n01337	C841563E	0	0
n01338	CACFC302	0	0
n01339	C727F800	0	0
n01340	00000000	0	0
n01341	40BFEABD	0	0
n01342	00000000	0	0
n01343	00000000	0	0
n01344	00000000	0	0
n01345	00000000	0	0
n01346	80000000	0	0
n01347	00000000	0	0
n01348	80000000	0	0
n01349	00000000	0	0
n01350	00000000	0	-7363
n01351	A20BACD2	0	0
n01352	00000000	0	0
n01353	4F8F06BF	0	0
n01354	00000000	0	0
n01355	80000043	0	-94506271
n01356	00000000	0	69380951
n01357	5D12C04A	0	0
n01358	1BB8DEF3	0	0
n01359	479BF4E6	0	0
n01360	00000000	0	0
n01361	00000000	0	0
n01362	00000000	0	9
n01363	00000000	0	0
n01364	80000000	0	0
n01365	00000000	0	0
n01366	81CE74E2	0	0
n01367	00000000	0	84069
n01368	80000000	0	-33
n01369	836478F1	0	-6714201
n01370	00000000	0	-6
n01371	00000000	0	0
n01372	D7943FC5	0	-3260
n01373	00000000	0	0
n01374	772DB8BA	0	0
n01375	00000000	0	0
n01376	00000000	0	0
n01377	80000000	0	-877116
n01378	34F4CE56	0	0
n01379	00000000	0	0
n01380	4B997EF6	0	2011
n01381	00000000	0	2
n01382	D10C8EFE	0	-37
n01383	00000000	0	0
n01384	00000000	0	-1915
n01385	00000000	0	37457
n01386	80000000	0	-508662358
n01387	00000000	0	29
n01388	8009D7FC	0	-90
n01389	00000000	0	-54358
n01390	82E3DF4C	0	0
n01391	00000000	0	0
n01392	80000000	0	0
n01393	00000000	0	0
n01394	8C0144F5	0	0
n01395	ECD6B029	0	0
n01396	00000000	0	0
n01397	BB853BF3	0	0
n01398	00000000	0	0
n01399	00000000	0	0
n01400	80000000	0	0
n01401	7B5A83E0	0	0
n01402	00000000	0	0
n01403	381C0B7E	0	3720
n01404	80000000	0	0
n01405	00000000	0	0
n01406	BE9BD594	0	0
n01407	00000000	0	0
n01408	A18EF521	0	0
n01409	00000000	0	0
n01410	80000000	0	0
n01411	80000000	0	-977277469
n01412	72B2F58A	0	0
n01413	2637FE3C	0	638
n01414	00000000	0	0
n01415	6A33C048	0	54
n01416	7084A627	0	0
n01417	B0845D31	0	0
n01418	80000000	0	-829
n01419	00000000	0	0
n01420	00000000	0	0
n01421	16B3BABB	0	0
n01422	00000000	0	0
n01423	00000000	0	0
n01424	00000000	0	0
n01425	00001782	0	0
n01426	00000000	0	0
n01427	80000000	0	-9433066
n01428	00000000	0	0
n01429	00000000	0	192
n01430	80000000	0	0
n01431	80000000	0	0
n01432	00000000	0	0
n01433	00000000	0	0
n01434	80000000	0	0
n01435	85270D63	0	-78547
n01436	00000000	0	0
n01437	45C5F7F4	0	0
n01438	00000000	0	0
n01439	00000000	0	0
n01440	743C3CD8	0	0
n01441	00000000	0	-477
n01442	3705A337	0	0
n01443	00000000	0	6
n01444	32BC0987	0	0
n01445	80000000	0	-64183
n01446	80000000	0	0
n01447	00000000	0	0
n01448	8FD118A4	0	0
n01449	00000000	0	113
n01450	15366ABD	0	0
n01451	BA26E78B	0	-636
n01452	00000000	0	0
n01453	80000000	0	0
n01454	00000000	0	0
n01455	6BBF3F95	0	0
n01456	80000000	0	0
n01457	7CEF4754	0	99392
n01458	00000000	0	0
n01459	00000000	0	0
n01460	80000000	0	0
n01461	80000000	0	0
n01462	80000000	0	0
n01463	00000000	0	0
n01464	00000000	0	0
n01465	09D9986C	0	0
n01466	00000000	0	140
n01467	00000000	0	0
n01468	887C7754	0	0
n01469	78B4EC62	0	29356495
n01470	00000000	0	0
n01471	00000000	0	0
n01472	EF96A510	0	0
n01473	00000000	0	-359
n01474	00000000	0	0
n01475	8000000F	0	-215563
n01476	00000000	0	0
n01477	A54FCA22	0	0
n01478	00000000	0	0
n01479	00000000	0	0
n01480	7633B7A4	0	91127
n01481	00000000	0	0
n01482	80000000	0	0
n01483	80000000	0	0
n01484	00059BD9	0	515085
n01485	00000000	0	530112
n01486	0000010C	0	0
n01487	00000000	0	0
n01488	067CFE9D	0	0
n01489	A6819EAB	0	-899417991
n01490	00000000	0	0
n01491	00000000	0	4939
n01492	94C61206	0	-2
n01493	00000000	0	0
n01494	7D5EEEA1	0	0
n01495	80000000	0	0
n01496	3A60497D	0	85558722
n01497	8C3CB816	0	0
n01498	BD2535D7	0	0
n01499	491BD20E	0	6382408
n01500	47572245	0	55074
n01501	00000000	0	0
n01502	00000000	0	-84792
n01503	00000000	0	0
n01504	AA716A2D	0	0
n01505	F7EB9E66	0	0
n01506	00000000	0	134475543
n01507	00000000	0	0
n01508	00000000	0	0
n01509	54612D90	0	0
n01510	80000000	0	0
n01511	00000000	0	174110
n01512	80000000	0	-5
n01513	00000000	0	0
n01514	2B618C59	0	0
n01515	80000000	0	0
n01516	80000000	0	-137
n01517	00000000	0	-900632608
n01518	5EA8EF72	0	0
n01519	80000000	0	0
n01520	00000000	0	0
n01521	974536B8	0	0
n01522	00000000	0	0
n01523	00000000	0	0
n01524	F41A3C4C	0	0
n01525	00000000	0	4321
n01526	00000000	0	37477
n01527	AED87AB7	0	-984434
n01528	00000000	0	0
n01529	80000000	0	-991679
n01530	6239953C	0	0
n01531	00000000	0	0
n01532	7F55FEC0	0	0
n01533	BE8C593A	0	-27411
n01534	00000000	0	0
n01535	D985072B	0	0
n01536	00000000	0	0
n01537	B61422BB	0	-22073935
n01538	00000000	0	937787
n01539	00000000	0	0
n01540	00000000	0	-6
n01541	80000000	0	-99059615
n01542	00000000	0	0
n01543	80000000	0	-45
n01544	80000000	0	-488803765
n01545	00000000	0	1
n01546	00000000	0	0
n01547	002CD514	0	0
n01548	032CE8C1	0	0
n01549	2CD567F1	0	0
n01550	00000000	0	0
n01551	00000000	0	7097
n01552	00000000	0	0
n01553	59C483A4	0	0
n01554	00000000	0	4
n01555	D339CF8E	0	0
n01556	00000000	0	0
n01557	80000000	0	-62
n01558	00000000	0	0
n01559	00000000	0	0
n01560	00000000	0	75587419
n01561	00000000	0	0
n01562	00000000	0	0
n01563	B6BDED9E	0	0
n01564	00000000	0	0
n01565	9AAB8E2A	0	-709
n01566	00000000	0	0
n01567	00000000	0	259397
n01568	31DC7AB7	0	0
n01569	80000000	0	-325833975
n01570	9ADD79A7	0	-91
n01571	00000000	0	0
n01572	B7C2E7B3	0	-2323
n01573	6DA1D3C6	0	0
n01574	00000000	0	0
n01575	00000000	0	3
n01576	80000000	0	-80404
n01577	00000000	0	873
n01578	80000000	0	0
n01579	00000000	0	0
n01580	00000000	0	0
n01581	80000039	0	0
n01582	00000000	0	0
n01583	C1BFA6D7	0	-239564657
n01584	00000000	0	9836719
n01585	00000000	0	0
n01586	0F00230E	0	6
n01587	00000000	0	2280091
n01588	00000000	0	0
n01589	00000000	0	-4092936
n01590	00000000	0	0
n01591	00000000	0	0
n01592	BD465A4C	0	0
n01593	41A66666	0	2
n01594	002ACCE4	0	0
n01595	80000000	0	0
n01596	00000000	0	0
n01597	D1B0168C	0	0
n01598	0000F0FC	0	86449
n01599	80000000	0	-3
n01600	00000000	0	7721786
n01601	00000000	0	0
n01602	00000000	0	0
n01603	00000000	0	0
n01604	80000128	0	-414860281
n01605	80000000	0	0
n01606	9003663E	0	0
n01607	72D8A086	0	858148112
n01608	5428064A	0	0
n01609	00000000	0	0
n01610	DEAF1967	0	-6308614
n01611	00000000	0	0
n01612	00000000	0	8798
n01613	CE46ADC6	0	0
n01614	80000000	0	0
n01615	00000000	0	0
n01616	00000000	0	0
n01617	80000000	0	0
n01618	DE0C9F42	0	0
n01619	00000000	0	0
n01620	63201873	0	295324
n01621	00000000	0	0
n01622	69DB0F0A	0	0
n01623	80000000	0	-4325780
n01624	80000000	0	0
n01625	80000000	0	-83665
n01626	CF57D8AF	0	0
n01627	00000000	0	0
n01628	00000000	0	-1
n01629	00000000	0	59507793
n01630	00000000	0	0
n01631	00000000	0	0
n01632	00000000	0	-89038
n01633	00000000	0	0
n01634	77D0F1CE	0	0
n01635	00000000	0	0
n01636	80003C0E	0	-2154
n01637	00000000	0	0
n01638	2FAA7D8B	0	0
n01639	0CCC88CD	0	31513511
n01640	BCBF38D5	0	0
n01641	00000000	0	0
n01642	24B5039B	0	0
n01643	9648F37B	0	0
n01644	00000000	0	0
n01645	00358CC8	0	49177847
n01646	00000000	0	708
n01647	D4999A7C	0	-5277774
n01648	00000000	0	-4724
n01649	00000001	0	0
n01650	00000000	0	271
n01651	D63AB69B	0	-5132336
n01652	80000000	0	0
n01653	F7C8ED26	0	-815054
n01654	BD4665BF	0	-4843687
n01655	00000000	0	7946763
n01656	DE799434	0	0
n01657	00000000	0	0
n01658	8E58601C	0	-26
n01659	00000000	0	0
n01660	0EA28FAF	0	0
n01661	B17D471D	0	-368567
n01662	00000000	0	0
n01663	00000000	0	0
n01664	80000000	0	0
n01665	00000013	0	0
n01666	00000000	0	0
n01667	00000000	0	0
n01668	EC444CE9	0	0
n01669	AA47B223	0	0
n01670	00000000	0	0
n01671	80000000	0	0
n01672	55ECB5EC	0	0
n01673	00000000	0	5
n01674	8000AAD7	0	-612
n01675	6682DDD9	0	0
n01676	80000000	0	-56438
n01677	00000000	0	0
n01678	00000000	0	0
n01679	80000000	0	-747
n01680	8000C2DF	0	0
n01681	80000000	0	0
n01682	00000000	0	0
n01683	00000000	0	-563
n01684	00000000	0	0
n01685	00000002	0	34
n01686	00000000	0	78298138
n01687	A444069E	0	0
n01688	7AD0A27A	0	0
n01689	00000000	0	0
n01690	80000000	0	0
n01691	00000000	0	0
n01692	00000000	0	43
n01693	00000000	0	0
n01694	8B810BF3	0	0
n01695	352C3D06	0	641637938
n01696	00000000	0	0
n01697	801918C0	0	0
n01698	15934095	0	0
n01699	00000000	0	0
n01700	D4F00DEE	0	0
n01701	80000000	0	0
n01702	DCF2E800	0	0
n01703	00000000	0	-82376743
n01704	00000000	0	0
n01705	00000000	0	2087093513
n01706	80000000	0	-430166
n01707	D4E93B40	0	0
n01708	C26FFEAF	0	0
n01709	00000000	0	0
n01710	CA444A6C	0	0
n01711	00000000	0	0
n01712	16080029	0	0
n01713	80000000	0	0
n01714	FC8EAFF7	0	-59270012
n01715	EDD5E38A	0	0
n01716	00000000	0	0
n01717	00000000	0	0
n01718	00000000	0	0
n01719	00000000	0	79245192
n01720	80000000	0	-20
n01721	27BF5AE1	0	0
n01722	80000000	0	0
n01723	D69EA054	0	-87205724
n01724	2FA90D4B	0	0
n01725	7E38FD70	0	0
n01726	15AE2C91	0	70348352
n01727	00000000	0	0
n01728	00000000	0	0
n01729	00000000	0	0
n01730	00000000	0	-416
n01731	00000000	0	0
n01732	00000000	0	0
n01733	00000000	0	0
n01734	25B72C18	0	0
n01735	00000000	0	0
n01736	80000000	0	0
n01737	06BC09B4	0	7
n01738	00000000	0	0
n01739	00000000	0	0
n01740	00000000	0	0
n01741	00000000	0	3
n01742	887BC6E7	0	0
n01743	00004931	0	0
n01744	00000000	0	0
n01745	84D67646	0	0
n01746	00000000	0	0
n01747	00000000	0	0
n01748	00000000	0	0
n01749	BC164A81	0	-91730
n01750	00000000	0	0
n01751	E57FDD76	0	0
n01752	00000000	0	0
n01753	00000000	0	0
n01754	00000000	0	0
n01755	00000000	0	0
n01756	00000000	0	-4561
n01757	81CECD1F	0	-759667
n01758	00000000	0	0
n01759	00000000	0	0
n01760	8EE2D093	0	0
n01761	00000000	0	0
n01762	00000000	0	365924257
n01763	D57AD0AB	0	-17235
n01764	356A690F	0	0
n01765	803A49F6	0	0
n01766	00000000	0	0
n01767	A0DEE50E	0	0
n01768	00000000	0	9
n01769	F48A6B7D	0	0
n01770	5D110FA9	0	0
n01771	00000000	0	0
n01772	00000000	0	391592484
n01773	00000000	0	0
n01774	80000000	0	-791
n01775	00000000	0	0
n01776	00000000	0	0
n01777	00000000	0	-6
n01778	00000000	0	0
n01779	00000000	0	0
n01780	00000000	0	0
n01781	AD173404	0	-8594
n01782	00000000	0	-7
n01783	7AA5FCE5	0	0
n01784	00000000	0	-568369
n01785	00000000	0	0
n01786	00000000	0	0
n01787	3329D04C	0	0
n01788	00000000	0	0
n01789	60106B4E	0	0
n01790	00000000	0	0
n01791	24B7427C	0	794
n01792	00000000	0	0
n01793	0680E86D	0	484
n01794	000A3497	0	93722
n01795	00000000	0	0
n01796	00000000	0	7847831
n01797	80000000	0	-485837
n01798	80000000	0	0
n01799	E76FE0DD	0	0
n01800	00000000	0	0
n01801	00000000	0	0
n01802	00000000	0	96
n01803	80000000	0	0
n01804	00000000	0	0
n01805	00000000	0	0
n01806	00000000	0	-65308956
n01807	00000000	0	0
n01808	00000000	0	0
n01809	00000000	0	0
n01810	00000000	0	0
n01811	00000000	0	-355935022
n01812	00000000	0	0
n01813	00000000	0	27
n01814	7930596F	0	572286
n01815	00000000	0	214484356
n01816	00000000	0	-5111949
n01817	B97C5863	0	0
n01818	00000000	0	-56
n01819	00000000	0	4
n01820	00000000	0	0
n01821	00000000	0	0
n01822	80000000	0	0
n01823	5DF08092	0	0
n01824	9BE6EFB8	0	0
n01825	00000000	0	0
n01826	8B238F95	0	0
n01827	80000000	0	0
n01828	0091E74F	0	0
n01829	80000000	0	0
n01830	C554F254	0	0
n01831	CDA3B4D3	0	0
n01832	00000000	0	0
n01833	0EE7BF00	0	0
n01834	96C8A50C	0	0
n01835	00000000	0	0
n01836	00000000	0	0
n01837	80000000	0	0
n01838	8003C9DB	0	0
n01839	80000000	0	0
n01840	00000000	0	0
n01841	F1897BFF	0	0
n01842	3BA9DE51	0	0
n01843	00000000	0	0
n01844	9A1FB938	0	0
n01845	00000000	0	0
n01846	331A1950	0	0
n01847	00000000	0	0
n01848	325C46F3	0	0
n01849	00000000	0	0
n01850	00000000	0	0
n01851	69A8F500	0	0
n01852	00000000	0	0
n01853	00000000	0	0
n01854	EE92CD02	0	0
n01855	00000000	0	0
n01856	5716AC9E	0	0
n01857	72C2D2BB	0	0
n01858	92AFF767	0	0
n01859	3BA644D5	0	0
n01860	923790D5	0	0
n01861	E62969C9	0	0
n01862	7F0B4537	0	0
n01863	3D45FB7E	0	0
n01864	8A88279F	0	0
n01865	00000000	0	0
n01866	AE1C3253	0	0
n01867	00000000	0	0
n01868	62CAA2DA	0	0
n01869	44E9FCE4	0	0
n01870	80000000	0	0
n01871	71DD70B5	0	0
n01872	A374A6F6	0	0
n01873	00000000	0	0
n01874	37FDDB0B	0	0
n01875	744F0000	0	0
n01876	00000000	0	0
n01877	BEF53581	0	0
n01878	00000000	0	0
n01879	80000000	0	0
n01880	00000000	0	0
n01881	EFE17DD8	0	0
n01882	44577497	0	0
n01883	221D8CDD	0	0
n01884	00000000	0	0
n01885	00000000	0	0
n01886	3ADCE000	0	0
n01887	80000000	0	0
n01888	80000000	0	0
n01889	AA3CD911	0	0
n01890	80000000	0	0
n01891	00000000	0	0
n01892	80000001	0	0
n01893	753F4262	0	0
n01894	73FA4F1E	0	0
n01895	80000000	0	0
n01896	00000000	0	0
n01897	0DDB6ECE	0	0
n01898	7E880870	0	0
n01899	F339DB62	0	0
n01900	74D54497	0	0
n01901	E0FF23C5	0	0
n01902	106A701B	0	0
n01903	00000000	0	0
n01904	00000000	0	0
n01905	0638A4E2	0	0
n01906	4D31F6E2	0	0
n01907	00000000	0	0
n01908	80000000	0	0
n01909	80000000	0	0
n01910	9CC00000	0	0
n01911	00000000	0	0
n01912	800000B8	0	0
n01913	00000000	0	0
n01914	4809A885	0	0
n01915	454BF59E	0	0
n01916	80000000	0	0
n01917	BD257AA7	0	0
n01918	00000000	0	0
n01919	00000000	0	0
n01920	7CE6807C	0	0
n01921	A362E921	0	0
n01922	00000001	0	0
n01923	00000000	0	0
n01924	06994CD5	0	0
n01925	00000408	0	0
n01926	4D649808	0	0
n01927	80002F85	0	0
n01928	B1F80500	0	0
n01929	3294C000	0	0
n01930	00000000	0	0
n01931	4BE7C000	0	0
n01932	2C57186E	0	0
n01933	A4520B46	0	0
n01934	9A2E5000	0	0
n01935	00000000	0	0
n01936	6FB9D172	0	0
n01937	4D2365DC	0	0
n01938	EDB0E360	0	0
n01939	80000000	0	0
n01940	A0643876	0	0
n01941	00000000	0	0
n01942	00000000	0	0
n01943	00000000	0	0
n01944	E1528706	0	0
n01945	0008E717	0	0
n01946	23E2CAFF	0	0
n01947	37A20000	0	0
n01948	80000000	0	0
n01949	00000000	0	0
n01950	39C570E1	0	0
n01951	80000000	0	0
n01952	80000000	0	0
n01953	80000000	0	0
n01954	DBBB3FCE	0	0
