id	float_bits	strict_int	first_int	strict_valid
1124	00000000	0	0	0
1125	00000000	0	0	0
1126	00000000	0	0	0
1127	00000000	0	0	0
1128	00000000	0	0	0
1129	00000000	0	0	0
1130	00000000	0	0	0
1131	00000000	0	0	0
1132	00000000	0	0	0
1133	00000000	0	0	0
1134	00000000	0	0	0
1135	00000000	0	0	0
1136	00000000	0	0	0
1137	00000000	0	0	0
1138	00000000	0	0	0
1139	00000000	0	0	0
1140	00000000	0	0	0
1141	00000000	0	0	0
1142	00000000	0	0	0
1143	00000000	0	0	0
1144	00000000	0	0	0
1145	00000000	0	0	0
1146	00000000	0	0	0
1147	00000000	0	0	0
1148	00000000	0	0	0
1149	00000000	0	0	0
1150	00000000	0	0	0
1151	00000000	0	0	0
1152	00000000	0	0	0
1153	00000000	0	0	0
1154	00000000	0	0	0
1155	00000000	0	0	0
1156	00000000	0	0	0
1157	00000000	0	0	0
1158	00000000	0	0	0
1159	00000000	0	0	0
1160	00000000	0	0	0
1161	00000000	0	0	0
1162	00000000	0	0	0
1163	00000000	0	0	0
1164	00000000	0	0	0
1165	00000000	0	0	0
1166	00000000	0	0	0
1167	00000000	0	0	0
1168	00000000	0	0	0
1169	00000000	0	0	0
1170	00000000	0	0	0
1171	00000000	0	0	0
1172	00000000	0	0	0
1173	00000000	0	0	0
1174	00000000	0	0	0
1175	00000000	0	0	0
1176	00000000	0	0	0
1177	00000000	0	0	0
1178	00000000	0	0	0
1179	00000000	0	0	0
1180	00000000	0	0	0
1181	00000000	0	0	0
1182	00000000	0	0	0
1183	00000000	0	0	0
1184	00000000	0	0	0
1185	00000000	0	0	0
1186	00000000	0	0	0
1187	00000000	0	0	0
1188	00000000	0	0	0
1189	00000000	0	0	0
1190	00000000	0	0	0
1191	00000000	0	0	0
1192	00000000	0	0	0
1193	00000000	0	0	0
1194	00000000	0	0	0
1195	00000000	0	0	0
1196	00000000	0	0	0
1197	00000000	0	0	0
1198	00000000	0	0	0
1199	00000000	0	0	0
1200	00000000	0	0	0
1201	00000000	0	0	0
1202	00000000	0	0	0
1203	00000000	0	0	0
1204	00000000	0	0	0
1205	00000000	0	0	0
1206	00000000	0	0	0
1207	00000000	0	0	0
1208	00000000	0	0	0
1209	00000000	0	0	0
1210	00000000	0	0	0
1211	00000000	0	0	0
1212	00000000	0	0	0
1213	00000000	0	0	0
1214	00000000	0	0	0
1215	00000000	0	0	0
1216	00000000	0	0	0
1217	00000000	0	0	0
1218	00000000	0	0	0
1219	00000000	0	0	0
1220	00000000	0	0	0
1221	00000000	0	0	0
1222	00000000	0	0	0
1223	00000000	0	0	0
1224	00000000	0	0	0
1225	00000000	0	0	0
1226	00000000	0	0	0
1227	00000000	0	0	0
1228	00000000	0	0	0
1229	00000000	0	0	0
1230	00000000	0	0	0
1231	00000000	0	0	0
1232	00000000	0	0	0
1233	00000000	0	0	0
1234	00000000	0	0	0
1235	00000000	0	0	0
1236	00000000	0	0	0
1237	00000000	0	0	0
1238	00000000	0	0	0
1239	00000000	0	0	0
1240	00000000	0	0	0
1241	00000000	0	0	0
1242	00000000	0	0	0
1243	00000000	0	0	0
1244	00000000	0	0	0
1245	00000000	0	0	0
1246	00000000	0	0	0
1247	00000000	0	0	0
1248	00000000	0	0	0
1249	00000000	0	0	0
1250	00000000	0	0	0
1251	00000000	0	0	0
1252	00000000	0	0	0
1253	00000000	0	0	0
1254	00000000	0	0	0
1255	00000000	0	0	0
1256	00000000	0	0	0
1257	00000000	0	0	0
1258	00000000	0	0	0
1259	00000000	0	0	0
1260	00000000	0	0	0
1261	00000000	0	0	0
1262	00000000	0	0	0
1263	00000000	0	0	0
1264	00000000	0	0	0
1265	00000000	0	0	0
1266	00000000	0	0	0
1267	00000000	0	0	0
1268	00000000	0	0	0
1269	00000000	0	0	0
1270	00000000	0	0	0
1271	00000000	0	0	0
1272	00000000	0	0	0
1273	00000000	0	0	0
1274	00000000	0	0	0
1275	00000000	0	0	0
1276	00000000	0	0	0
1277	00000000	0	0	0
1278	00000000	0	0	0
1279	00000000	0	0	0
1280	00000000	0	0	0
1281	00000000	0	0	0
1282	00000000	0	0	0
1283	00000000	0	0	0
1284	00000000	0	0	0
1285	00000000	0	0	0
1286	00000000	0	0	0
1287	00000000	0	0	0
1288	00000000	0	0	0
1289	00000000	0	0	0
1290	00000000	0	0	0
1291	00000000	0	0	0
1292	00000000	0	0	0
1293	00000000	0	0	0
1294	00000000	0	0	0
1295	00000000	0	0	0
1296	00000000	0	0	0
1297	00000000	0	0	0
1298	00000000	0	0	0
1299	00000000	0	0	0
1300	00000000	0	0	0
1301	00000000	0	0	0
1302	00000000	0	0	0
1303	00000000	0	0	0
1304	00000000	0	0	0
1305	00000000	0	0	0
1306	00000000	0	0	0
1307	00000000	0	0	0
1308	00000000	0	0	0
1309	00000000	0	0	0
1310	00000000	0	0	0
1311	00000000	0	0	0
1312	00000000	0	0	0
1313	00000000	0	0	0
1314	00000000	0	0	0
1315	00000000	0	0	0
1316	00000000	0	0	0
1317	00000000	0	0	0
1318	00000000	0	0	0
1319	00000000	0	0	0
1320	00000000	0	0	0
1321	00000000	0	0	0
1322	00000000	0	0	0
1323	00000000	0	0	0
1324	00000000	0	0	0
1325	00000000	0	0	0
1326	00000000	0	0	0
1327	00000000	0	0	0
1328	00000000	0	0	0
1329	00000000	0	0	0
1330	00000000	0	0	0
1331	00000000	0	0	0
1332	00000000	0	0	0
1333	00000000	0	0	0
1334	00000000	0	0	0
1335	00000000	0	0	0
1336	00000000	0	0	0
1337	00000000	0	0	0
1338	00000000	0	0	0
1339	00000000	0	0	0
1340	00000000	0	0	0
1341	00000000	0	0	0
1342	00000000	0	0	0
1343	00000000	0	0	0
1344	00000000	0	0	0
1345	00000000	0	0	0
1346	00000000	0	0	0
1347	00000000	0	0	0
1348	00000000	0	0	0
1349	00000000	0	0	0
1350	00000000	0	0	0
1351	00000000	0	0	0
1352	00000000	0	0	0
1353	00000000	0	0	0
1354	00000000	0	0	0
1355	00000000	0	0	0
1356	00000000	0	0	0
1357	00000000	0	0	0
1358	00000000	0	0	0
1359	00000000	0	0	0
1360	00000000	0	0	0
1361	00000000	0	0	0
1362	00000000	0	0	0
1363	00000000	0	0	0
1364	00000000	0	0	0
1365	00000000	0	0	0
1366	00000000	0	0	0
1367	00000000	0	0	0
1368	00000000	0	0	0
1369	00000000	0	0	0
1370	00000000	0	0	0
1371	00000000	0	0	0
1372	00000000	0	0	0
1373	00000000	0	0	0
1374	00000000	0	0	0
1375	00000000	0	0	0
1376	00000000	0	0	0
1377	00000000	0	0	0
1378	00000000	0	0	0
1379	00000000	0	0	0
1380	00000000	0	0	0
1381	00000000	0	0	0
1382	00000000	0	0	0
1383	00000000	0	0	0
1384	00000000	0	0	0
1385	00000000	0	0	0
1386	00000000	0	0	0
1387	00000000	0	0	0
1388	00000000	0	0	0
1389	00000000	0	0	0
1390	00000000	0	0	0
1391	00000000	0	0	0
1392	00000000	0	0	0
1393	00000000	0	0	0
1394	00000000	0	0	0
1395	00000000	0	0	0
1396	00000000	0	0	0
1397	00000000	0	0	0
1398	00000000	0	0	0
1399	00000000	0	0	0
1400	00000000	0	0	0
1401	00000000	0	0	0
1402	00000000	0	0	0
1403	00000000	0	0	0
1404	00000000	0	0	0
1405	00000000	0	0	0
1406	00000000	0	0	0
1407	00000000	0	0	0
1408	00000000	0	0	0
1409	00000000	0	0	0
1410	00000000	0	0	0
1411	00000000	0	0	0
1412	00000000	0	0	0
1413	00000000	0	0	0
1414	00000000	0	0	0
1415	00000000	0	0	0
1416	00000000	0	0	0
1417	00000000	0	0	0
1418	00000000	0	0	0
1419	00000000	0	0	0
1420	00000000	0	0	0
1421	00000000	0	0	0
1422	00000000	0	0	0
1423	00000000	0	0	0
1424	00000000	0	0	0
1425	00000000	0	0	0
1426	00000000	0	0	0
1427	00000000	0	0	0
1428	00000000	0	0	0
1429	00000000	0	0	0
1430	00000000	0	0	0
1431	00000000	0	0	0
1432	00000000	0	0	0
1433	00000000	0	0	0
1434	00000000	0	0	0
1435	00000000	0	0	0
1436	00000000	0	0	0
1437	00000000	0	0	0
1438	00000000	0	0	0
1439	00000000	0	0	0
1440	00000000	0	0	0
1441	00000000	0	0	0
1442	00000000	0	0	0
1443	00000000	0	0	0
1444	00000000	0	0	0
1445	00000000	0	0	0
1446	00000000	0	0	0
1447	00000000	0	0	0
1448	00000000	0	0	0
1449	00000000	0	0	0
1450	00000000	0	0	0
1451	00000000	0	0	0
1452	00000000	0	0	0
1453	00000000	0	0	0
1454	00000000	0	0	0
1455	00000000	0	0	0
1456	00000000	0	0	0
1457	00000000	0	0	0
1458	00000000	0	0	0
1459	00000000	0	0	0
1460	00000000	0	0	0
1461	00000000	0	0	0
1462	00000000	0	0	0
1463	00000000	0	0	0
1464	00000000	0	0	0
1465	00000000	0	0	0
1466	00000000	0	0	0
1467	00000000	0	0	0
1468	00000000	0	0	0
1469	00000000	0	0	0
1470	00000000	0	0	0
1471	00000000	0	0	0
1472	00000000	0	0	0
1473	00000000	0	0	0
1474	00000000	0	0	0
1475	00000000	0	0	0
1476	00000000	0	0	0
1477	00000000	0	0	0
1478	00000000	0	0	0
1479	00000000	0	0	0
1480	00000000	0	0	0
1481	00000000	0	0	0
1482	00000000	0	0	0
1483	00000000	0	0	0
1484	00000000	0	0	0
1485	00000000	0	0	0
1486	00000000	0	0	0
1487	00000000	0	0	0
1488	00000000	0	0	0
1489	00000000	0	0	0
1490	00000000	0	0	0
1491	00000000	0	0	0
1492	00000000	0	0	0
1493	00000000	0	0	0
1494	00000000	0	0	0
1495	00000000	0	0	0
1496	00000000	0	0	0
1497	00000000	0	0	0
1498	00000000	0	0	0
1499	00000000	0	0	0
1500	00000000	0	0	0
1501	00000000	0	0	0
1502	00000000	0	0	0
1503	00000000	0	0	0
1504	00000000	0	0	0
1505	00000000	0	0	0
1506	00000000	0	0	0
1507	00000000	0	0	0
1508	00000000	0	0	0
1509	00000000	0	0	0
1510	00000000	0	0	0
1511	00000000	0	0	0
1512	00000000	0	0	0
1513	00000000	0	0	0
1514	00000000	0	0	0
1515	00000000	0	0	0
1516	00000000	0	0	0
1517	00000000	0	0	0
1518	00000000	0	0	0
1519	00000000	0	0	0
1520	00000000	0	0	0
1521	00000000	0	0	0
1522	00000000	0	0	0
1523	00000000	0	0	0
1524	00000000	0	0	0
1525	00000000	0	0	0
1526	00000000	0	0	0
1527	00000000	0	0	0
1528	00000000	0	0	0
1529	00000000	0	0	0
1530	00000000	0	0	0
1531	00000000	0	0	0
1532	00000000	0	0	0
1533	00000000	0	0	0
1534	00000000	0	0	0
1535	00000000	0	0	0
1536	00000000	0	0	0
1537	00000000	0	0	0
1538	00000000	0	0	0
1539	00000000	0	0	0
1540	00000000	0	0	0
1541	00000000	0	0	0
1542	00000000	0	0	0
1543	00000000	0	0	0
1544	00000000	0	0	0
1545	00000000	0	0	0
1546	00000000	0	0	0
1547	00000000	0	0	0
