registry_section,registry_index,line_number,id,type,engine_category,display_category,source_path,path_prefix,source_stem,extraction_status,classification_status,name,hidden,random,published_folder,sprite_count,sprite_ref_count,dependency_count,plain_dat_sha256,raw_dat_sha256,plain_cache,raw_cache,planned_folder
object,74,92,94,0,character_object,conditional,c\guy\gsi.dat,c,gsi,verified,classified_from_plain_dat,Might_Guy(6G),2,2,characters/conditional/0094_Might_Guy(6G),7,7,6,51fc2ea9edc862752455a8865518661b76478f5fb3e256f01ae349b137ce42ef,ae9d543c2054983347dbefc9081fc263277f6201f31f1e03ac685b112827bc14,,,characters/conditional/0094_Might_Guy(6G)
object,75,93,97,0,character_object,conditional,c\guy\gei.dat,c,gei,verified,classified_from_plain_dat,Might_Guy(8G),2,2,characters/conditional/0097_Might_Guy(8G),6,6,4,5ce66f8a53236c69dea0d47d64fc60e1f2424daf085b96b7a2355b8738ed190c,582fe472a5225372aa371b049fcdbdd5f729b05e9f6c52f5987972dec5049fd7,,,characters/conditional/0097_Might_Guy(8G)
object,76,94,760,3,object_type_3,not_applicable,c\guy\a\bal.dat,c,bal,verified,classified_from_plain_dat,,,,objects/type_3/0760_bal,7,7,1,8cc7b073936d2c12ed14e5330288c2e44d9280b1164f9c8bcd6dbdac77f4ddd1,d5f1e3ff6e92e70a44c10e4e19f5959e63076ad6a455ad8407d3b2b1fca504f3,,,objects/type_3/0760_bal
object,77,96,19,0,character_object,selectable,c\ten\ten.dat,c,ten,verified,classified_from_plain_dat,Tenten,0,0,characters/selectable/0019_Tenten,8,8,8,d5797b8bbef1a0e57d0f62fb78d06fbbb300bc3b9ecfefd98f4fe199b9af27ad,fe4dcd8d4db7a25202cf89da273ca4f84392d0864e19e8f5032adb319cf4aff6,,,characters/selectable/0019_Tenten
object,78,97,713,0,character_object,conditional,c\ten\pole.dat,c,pole,verified,classified_from_plain_dat,Tenten(Pole),2,2,characters/conditional/0713_Tenten(Pole),6,6,2,e587093bc60448e8f2d0125e0e915859eb59bd11f63557fa66b71b2bc3a5cecd,0ca31b4bf117a1b2c6f26f6656bdf8a6a5eaff1a066514bb2be1195c5c890bbb,,,characters/conditional/0713_Tenten(Pole)
object,79,98,723,0,character_object,conditional,c\ten\swords.dat,c,swords,verified,classified_from_plain_dat,Tenten(Swords),2,2,characters/conditional/0723_Tenten(Swords),6,6,2,c8f900cad906134f31da61eb0ae430a8c8f420a4744ef9e3c84d63fd8e1b95a2,1cae4826e0bec59dd41c2f57121129e001474b17cbe48ebc5f8e4e9b76246b69,,,characters/conditional/0723_Tenten(Swords)
object,80,99,724,0,character_object,conditional,c\ten\blade.dat,c,blade,verified,classified_from_plain_dat,Tenten(Blade),2,2,characters/conditional/0724_Tenten(Blade),5,5,2,6b6830173038b1d00424f3771b2cc9fe09e340907ff040371234e984d5d065aa,f329041b0a3c5e3a4317245df3a4cb23fbc7df4a34631f9f2ae651be16049bb5,,,characters/conditional/0724_Tenten(Blade)
object,81,100,729,0,character_object,conditional,c\ten\bash.dat,c,bash,verified,classified_from_plain_dat,Tenten(Sage),1,1,characters/conditional/0729_Tenten(Sage),6,6,4,22da2ad7351bd0bac0bb3e309782afd84d4b8e1c728406e5e080960f5f777e3e,d0881d2643e8df44c4fe3ea792a6f72f0ec6a9950df91f159ca85fa9c68437f9,,,characters/conditional/0729_Tenten(Sage)
object,82,101,725,3,object_type_3,not_applicable,c\ten\a\ten.dat,c,ten,verified,classified_from_plain_dat,,,,objects/type_3/0725_ten,4,4,7,aa97fad374f79c239aa2166064cabac432ef15a8c205bdf0e0ba689f73428af0,c1612d3b1de45f1b4adf5786d1038593ce1abb2f083eeafed59dcf97717cfcda,,,objects/type_3/0725_ten
object,83,103,22,0,character_object,selectable,c\shik\shik.dat,c,shik,verified,classified_from_plain_dat,Shikamaru,0,0,characters/selectable/0022_Shikamaru,6,6,8,7ee5067a2fe329ab761e7cb29b03bd698abe9ee5a6273eed75414723b6c21401,3fa3a5802e58cbad60a8a389171cce6d72dd6141f1a9ae36975666cf5f6b3086,,,characters/selectable/0022_Shikamaru
object,84,104,462,3,object_type_3,not_applicable,c\shik\a\sha.dat,c,sha,verified,classified_from_plain_dat,,,,objects/type_3/0462_sha,3,3,4,7287c23ece6fda55db9297051ac154c9ac502a5fed9d5892977da8ec4ea192fd,b7bbb0329f22d44458118eb5d31ecb116ac889d94e1a44ed1783e3ae7f4032d1,,,objects/type_3/0462_sha
object,85,106,430,0,character_object,selectable,c\asu\asu.dat,c,asu,verified,classified_from_plain_dat,Asuma,0,0,characters/selectable/0430_Asuma,8,8,7,adbbb5276fad9a1056e484caeadf7ed07c5744ab669cd5d336762d086e95a1a9,16dd0eb31a94bc828f9593b39a9fe106df6b6a58d86dcf1610d2a04ecc3cde7e,,,characters/selectable/0430_Asuma
object,86,107,431,3,object_type_3,not_applicable,c\asu\a\ash.dat,c,ash,verified,classified_from_plain_dat,,,,objects/type_3/0431_ash,3,3,1,1d5e3653527a1bedc3135896691f11e6791e38e41e5444350a1adae29ecf6baf,caa63c7df48886757006e9af8d818d0e4cc07ad9b208d4f4e561532e46b95ca4,,,objects/type_3/0431_ash
object,87,108,432,3,object_type_3,not_applicable,c\asu\a\fly.dat,c,fly,verified,classified_from_plain_dat,,,,objects/type_3/0432_fly,1,1,1,b5f9621166157496629c8dfe8a405738aca8f0f64bf715b940c0c9d60fa86a77,0e28fd9082a4d8821e462d5b6ba0458a3b77256af0e25522a9422e621dda8de2,,,objects/type_3/0432_fly
object,88,110,5,0,character_object,selectable,c\shino\shino.dat,c,shino,verified,classified_from_plain_dat,Shino,0,0,characters/selectable/0005_Shino,5,5,4,44eb19bbabd9381cfa5bc6e1d1b5fa6bef6033d88a40dc1edf5e336dfa4d920b,1de08bd5d562e4d3711a6856110581d04ada5d419357b611f5f745effa44e5ec,,,characters/selectable/0005_Shino
object,89,111,228,3,object_type_3,not_applicable,c\shino\a\bug.dat,c,bug,verified,classified_from_plain_dat,,,,objects/type_3/0228_bug,2,2,1,fdcf6afb65459b3e0bdbe6068232158c1408fa6c57c152d14666ccf71c6249be,931ed215133bc865a24d1f074d5cc9e83bdbde229c0f669b364bc138a634cc78,,,objects/type_3/0228_bug
object,90,113,12,0,character_object,selectable,c\kib\kib.dat,c,kib,verified,classified_from_plain_dat,Kiba,0,0,characters/selectable/0012_Kiba,6,6,10,ddf02da447785f998d657c6c50f02f98c8e47bc19f451cbed4017e9ece1117fe,fcd31d342dfad37c4cc4f942890d0b40e5ceee9874d05a760f6b9680bf46109e,,,characters/selectable/0012_Kiba
object,91,114,226,3,object_type_3,not_applicable,c\kib\a\aka.dat,c,aka,verified,classified_from_plain_dat,,,,objects/type_3/0226_aka,3,3,4,16a07b0e84b1cdb7c527fc276164a780b6c298f8eb97ffdd03ce0aded16e1e31,31e5abc4ce01f2b14cbf2b398796d3a757639e5ac30ee632ea7fe34a5bd9fbd3,,,objects/type_3/0226_aka
object,92,116,8,0,character_object,selectable,c\chi\chi.dat,c,chi,verified,classified_from_plain_dat,Chiyo,0,0,characters/selectable/0008_Chiyo,5,5,5,70b5dcddb31cc783f13d86103f6b96a47ba62d04cef38369de193546a5d210b1,ea06a0dd2e3436ea074d12383b1c871754610f9f162a252740654130652f9309,,,characters/selectable/0008_Chiyo
object,93,117,850,0,character_object,conditional,c\chi\pup1.dat,c,pup1,verified,classified_from_plain_dat,Puppet1,2,2,characters/conditional/0850_Puppet1,5,5,2,ca34081b2763a205af34e0305f9a99755d2be62202c4963b165e3119b4a60318,ceaa2e2d516e3bc8062369e62424776f75f793ed81acb622b86590305a68acb7,,,characters/conditional/0850_Puppet1
object,94,118,851,0,character_object,conditional,c\chi\pup2.dat,c,pup2,verified,classified_from_plain_dat,Puppet2,2,2,characters/conditional/0851_Puppet2,4,4,1,f76bf0e7cf82620c18b9e76078b41f3b4e3d4d7bd250aa8cbd4646b40e52889b,070429766e8d21e14ceb4e474729f1665c37b8bc86ec9c0a0ef705713ffb5732,,,characters/conditional/0851_Puppet2
object,95,119,852,0,character_object,conditional,c\chi\pup3.dat,c,pup3,verified,classified_from_plain_dat,Puppet3,2,2,characters/conditional/0852_Puppet3,4,4,2,fdc6a5c00b5f1dc841221bd63b419805d3a7d90d6ca6429ebd440aff08d85716,817acdc3384980ad6d3dac8754bd351481a1e17e1980594ce8b1367adc08cbd0,,,characters/conditional/0852_Puppet3
object,96,120,853,0,character_object,conditional,c\chi\pup4.dat,c,pup4,verified,classified_from_plain_dat,Puppet4,2,2,characters/conditional/0853_Puppet4,4,4,2,c7a7f82d8a9f100a850c57f39d288aa257c48c9cc9fe8b4b8078efa1c6a8d984,ce3cecc48b0ec4c6f2c8b7335b2bbe09a86a8030e53b4f2bc6b454b5cd8aa10b,,,characters/conditional/0853_Puppet4
object,97,121,854,0,character_object,conditional,c\chi\pup5.dat,c,pup5,verified,classified_from_plain_dat,Puppet5,2,2,characters/conditional/0854_Puppet5,4,4,2,e2483952b8c4390a93a957533382948fea5db9952d430af849bca6ee615581b4,550524efecb3d44f87e8e5c698660a5062e34b746b2ce1d5c53afa5c714076a0,,,characters/conditional/0854_Puppet5
object,98,122,855,0,character_object,conditional,c\chi\pup6.dat,c,pup6,verified,classified_from_plain_dat,Puppet6,2,2,characters/conditional/0855_Puppet6,4,4,1,c1d0228a957d1fa5ad1cad9d9065c25dacd76a722271e2b376f8a0814a4c21bc,1c2ed955922c9e9d3102667c7288e5555097fb757baed27d14470d48c457d466,,,characters/conditional/0855_Puppet6
object,99,123,856,0,character_object,conditional,c\chi\pup7.dat,c,pup7,verified,classified_from_plain_dat,Puppet7,2,2,characters/conditional/0856_Puppet7,4,4,1,b7502c80c235a080b5f00e5627f10cc32352a2eb3faf27aa665226d1c2205f91,e2e29f79e6d713c51420f007899b4044b9aaed226d158fc17205884223effabb,,,characters/conditional/0856_Puppet7
object,100,124,857,0,character_object,conditional,c\chi\pup8.dat,c,pup8,verified,classified_from_plain_dat,Puppet8,2,2,characters/conditional/0857_Puppet8,4,4,1,a8b3abb4ccadb2acde7f7d1b01924b9f389033cfebe1531ee93f723289e5b952,08ee78df4f47c20efae6307c429ad0dbe1b84021ccce133d19a7c5e3ea757193,,,characters/conditional/0857_Puppet8
object,101,125,858,0,character_object,conditional,c\chi\pup9.dat,c,pup9,verified,classified_from_plain_dat,Puppet9,2,2,characters/conditional/0858_Puppet9,4,4,2,91b9b83d23f4f7736239dd83b33d9e789e2204e9597fed1b6270a5c40eb8570a,2eeab72221de586e767a6e427333359d1dd05755a0e3059b25c3e5c625c0dfbd,,,characters/conditional/0858_Puppet9
object,102,126,859,0,character_object,conditional,c\chi\pup10.dat,c,pup10,verified,classified_from_plain_dat,Puppet10,2,2,characters/conditional/0859_Puppet10,4,4,1,946a4be072a5dfbb2eebaa10021ee9fba4c66c53d9d79693eab1e63ec8494240,c4f97bc31a0d5a058dae97135b230ee41e68518f3014f362407934df8c13c179,,,characters/conditional/0859_Puppet10
object,103,127,419,3,object_type_3,not_applicable,c\chi\a\atk.dat,c,atk,verified,classified_from_plain_dat,,,,objects/type_3/0419_atk,4,4,14,473e702a3e4ac48159a9a277041617e4a8604719b78bbddd8959692d7b6eca29,daad9f52496e7f51ff9eb82e30838f7ee0603d4f75c2ff225c4ed222ad0b8fc4,,,objects/type_3/0419_atk
object,104,128,420,3,object_type_3,not_applicable,c\chi\a\pup.dat,c,pup,verified,classified_from_plain_dat,,,,objects/type_3/0420_pup,2,2,3,d2f0665120e79b0e327a748f6065c818ee5c8753a55ffc2eed0c2075a7cdc5f3,dd18731974bbb808f58d04ad90f65de1f720d553216c7556882fa453be2c00ad,,,objects/type_3/0420_pup
object,105,130,14,0,character_object,selectable,c\kan\kan.dat,c,kan,verified,classified_from_plain_dat,Kankuro,0,0,characters/selectable/0014_Kankuro,7,7,6,66796dd3bc874c5d7f368d14ff59c5ba0f2674bb7927b193f27af27145b880e2,e1a15168eb1214126486133e7bcfad04f60a7edd8457908d4182eeaa0e889917,,,characters/selectable/0014_Kankuro
object,106,131,95,0,character_object,conditional,c\kan\kan2.dat,c,kan2,verified,classified_from_plain_dat,KankuroPuppet,2,2,characters/conditional/0095_KankuroPuppet,6,6,6,e50a594690f2980c55306b565b466c2c35c4cec4c5aa4e302de0c3062b03ed26,8e761e1015e0a7fd44fd8dfefc85ab6a1e633846eb7d5064b4c98f6008ddb4e9,,,characters/conditional/0095_KankuroPuppet
object,107,132,230,3,object_type_3,not_applicable,c\kan\a\kar.dat,c,kar,verified,classified_from_plain_dat,,,,objects/type_3/0230_kar,3,3,6,83f26dcfaef23398765ea95de393e1474701183d733feaf0aafac6959c25e41b,9b3b0ff6b9ef03a38372c8525650081bdaec7d7b428ed5f110dfa01064550a4e,,,objects/type_3/0230_kar
object,108,133,231,3,object_type_3,not_applicable,c\kan\a\san.dat,c,san,verified,classified_from_plain_dat,,,,objects/type_3/0231_san,2,2,2,43c4e6f424e9d089f9dcc84ba31905de5ce3e7effe08dd51d551743c5c04e176,e9866cb27c91ca98032ba43339699711279254d6888cf91b40e58fad46b1c8aa,,,objects/type_3/0231_san
object,109,134,630,3,object_type_3,not_applicable,c\kan\a\kar2.dat,c,kar2,verified,classified_from_plain_dat,,,,objects/type_3/0630_kar2,1,1,1,a01ca9553f04b74c807ecfd09296a86c8c36b0115a595574dc9b893d5609b13a,db69b2d511eb009fcd1d987ee0e89ca40b524eabd2adc6287c877154def2fe98,,,objects/type_3/0630_kar2
object,110,136,15,0,character_object,selectable,c\tem\tem.dat,c,tem,verified,classified_from_plain_dat,Temari,0,0,characters/selectable/0015_Temari,5,5,6,06540386f7bc2ef5ba53e6f2d52fd65832ebb52e487f3ace14dd3b6c700f59c5,d47884f154b30777fbcbed9ad2cf41e78be550250454ece570c3cf6c3ec636f8,,,characters/selectable/0015_Temari
object,111,137,804,3,object_type_3,not_applicable,c\tem\a\tem.dat,c,tem,verified,classified_from_plain_dat,,,,objects/type_3/0804_tem,4,4,2,db9763f907fae24d1bdb3712e31d47280282d8945c73eafee3162c62d3e67a27,afbd49397341152b722461f958886cab559bf1204eb7ef3d5916dd03c2c3c6e3,,,objects/type_3/0804_tem
object,112,139,16,0,character_object,selectable,c\gaa\gaa.dat,c,gaa,verified,classified_from_plain_dat,Gaara,0,0,characters/selectable/0016_Gaara,5,5,5,af81c7fcc483f7cd7566ea65ce27b005becf72b680ff4e4b1d7635ea21daa37a,68f1d82019697c67faabfdb50b05cfa5776dbdf33d73c803ef5fb50d1fce4e01,,,characters/selectable/0016_Gaara
object,113,140,411,3,object_type_3,not_applicable,c\gaa\a\san.dat,c,san,verified,classified_from_plain_dat,,,,objects/type_3/0411_san,7,7,3,bab3e85d5d255233ea6c42ab52966a63c7e09623650a1004e5791ede9fc160a9,34dab7fbc6e975cbec61512dff800a139dbd2a9e660eff48f29f54245694b738,,,objects/type_3/0411_san
object,114,141,525,3,object_type_3,not_applicable,c\gaa\a\ult.dat,c,ult,verified,classified_from_plain_dat,,,,objects/type_3/0525_ult,4,4,1,87e6624996c32eee593f51d0bdff6921073b95295db5c64f15449286be3f1f47,1c63a3bb485e61f62066fa70e36c86c412ecdfcff9c7907447bdeae37f7df568,,,objects/type_3/0525_ult
object,115,143,78,0,character_object,selectable,c\rai\rai.dat,c,rai,verified,classified_from_plain_dat,Raikage,0,0,characters/selectable/0078_Raikage,7,7,4,11f5e730bff0ea60bbe2becc68263c2ef303d0ce26f2976cc67a7f7dc112881b,53b2c96e9ba18652515b1c426cbcf0dc1cf54adf443c28ad507b4237eae8c94f,,,characters/selectable/0078_Raikage
object,116,144,436,0,character_object,conditional,c\rai\raiT.dat,c,raiT,verified,classified_from_plain_dat,RaikageT,2,2,characters/conditional/0436_RaikageT,6,6,4,f0f582ca1ec20e6cfe295c7c6fdddd9becea815f3c2ea6df879d0e7fb5cb2083,4b546d4f919c13bc9044d4e817285f3977f18a1b61555b28ac094fdc3bc6c036,,,characters/conditional/0436_RaikageT
object,117,145,447,3,object_type_3,not_applicable,c\rai\a\rai.dat,c,rai,verified,classified_from_plain_dat,,,,objects/type_3/0447_rai,8,8,3,6fa234e12c83c9c29177b6c86a095d5d9a23ffd0484c1facad173ccfc6caf736,2820fbc27b8f40d40de34351342bcd36eb7885a20e5101d3c0fd0f904fb7cafc,,,objects/type_3/0447_rai
object,118,147,75,0,character_object,selectable,c\bee\bee.dat,c,bee,verified,classified_from_plain_dat,Killerbee,0,0,characters/selectable/0075_Killerbee,6,6,4,0e52dfbe044178d654c3e5d1694b9a733ac3d15ae1e8bbfe8e0e33169aca7a4f,580a7d43d36837c7b893f3b1772eb4183eb0e536da7fd3ea328a1d562619af1b,,,characters/selectable/0075_Killerbee
object,119,148,441,3,object_type_3,not_applicable,c\bee\a\wind.dat,c,wind,verified,classified_from_plain_dat,,,,objects/type_3/0441_wind,3,3,1,2790e03ef34979437f43aa70a9a08fdcae189be391da944a41ef8eb1430f9ff4,78e939e3697ab83db833b3c64f787d7c7e8ea0d366ec386ab61c2adc5710f7fd,,,objects/type_3/0441_wind
object,120,150,726,0,character_object,conditional,c\han\han.dat,c,han,verified,classified_from_plain_dat,Han,2,0,characters/conditional/0726_Han,7,7,7,654fa5c6565ccd68fd2476c526b92f5aba64637250fbbe497f171285d8a38854,ec6f83fa9cd79511932abfc3cb0225df842a482a4e29588d2fd6565335eedd51,,,characters/conditional/0726_Han
object,121,151,727,0,character_object,conditional,c\han\smo.dat,c,smo,verified,classified_from_plain_dat,Han(Smoke),2,2,characters/conditional/0727_Han(Smoke),7,7,7,8185d7332ece1010325603f24c3ed932639963ae10f78651bc4a5fad61997c0b,d1886c6864b1d9957a5c96a4d1d192e014f812c43f9b80613403d21f3310eb7e,,,characters/conditional/0727_Han(Smoke)
object,122,152,728,3,object_type_3,not_applicable,c\han\a\ste.dat,c,ste,verified,classified_from_plain_dat,,,,objects/type_3/0728_ste,1,1,0,1bd1240743e2ef931204514dad5aad6d475f4b18c65f3ef64fd33f6d01769aab,a976ff140fc75dadc799ab561480e1353f3b48ce5e7126705b026cca84020642,,,objects/type_3/0728_ste
object,123,154,510,0,character_object,conditional,c\yag\yag.dat,c,yag,verified,classified_from_plain_dat,Yagura,2,0,characters/conditional/0510_Yagura,7,7,11,37f4e7dbad493de90c175fd4b3113e4a5da19a0f10f5bbe208cd8df949fef3bf,e6f4533b37a7ecc57b108c253fb14e1a57582ced2a0691d15419062b3563510f,,,characters/conditional/0510_Yagura
object,124,155,511,3,object_type_3,not_applicable,c\yag\a\mir.dat,c,mir,verified,classified_from_plain_dat,,,,objects/type_3/0511_mir,5,5,1,67e04006964dcd02961700acd371fff88d0c44035f3ad899e242867577d0c20f,f3a7a45e831e1222e5838b890af9b9d3f4f815d5ec293e9786df8c479f5c3589,,,objects/type_3/0511_mir
object,125,156,514,3,object_type_3,not_applicable,c\yag\a\dra.dat,c,dra,verified,classified_from_plain_dat,,,,objects/type_3/0514_dra,2,2,1,6685ca5e1bdfed82ad104c81662e9dcbbb5aa26737fdf491d12d4c30c62fea33,caed59abae2a719fbfce0c44fb690f3ade4b38c34be2e2fb4a60ce3e3dfa3d5f,,,objects/type_3/0514_dra
object,126,158,29,0,character_object,selectable,c\hak\hak.dat,c,hak,verified,classified_from_plain_dat,Haku,0,0,characters/selectable/0029_Haku,5,5,8,d719299e3ebc5dc990938508819e3638914ee3cf3c033198dcbab931badb773e,f68f7451e848a219e05934220f1cc346bbbb7613bac4981435e8ce640661b2f3,,,characters/selectable/0029_Haku
object,127,159,516,3,object_type_3,not_applicable,c\hak\a\mir.dat,c,mir,verified,classified_from_plain_dat,,,,objects/type_3/0516_mir,3,3,2,d513629c437514f8cf550b15aa02376b2ed6748589ed688256f404ca81a91de8,0eca9aeb452bbc3fe66828a42994c0ca1e2068f1db02581585a53bfb9c035740,,,objects/type_3/0516_mir
object,128,161,84,0,character_object,conditional,c\gur\gur.dat,c,gur,verified,classified_from_plain_dat,Guren,2,2,characters/conditional/0084_Guren,5,5,3,178c1d294300810f3fb0ae20415b2e62a93f11c6cdf025a88a1e2ea6080a51c2,887a63f79c592d9cf3a03b9b0d260253e64b6dbf2bc810ab914d766857bb854c,,,characters/conditional/0084_Guren
object,129,162,85,0,character_object,conditional,c\gur\fakefan.dat,c,fakefan,verified,classified_from_plain_dat,Guren(Clone),2,2,characters/conditional/0085_Guren(Clone),4,4,2,5023e5408e1abc0b6b469c756b4ee3a0b2f59b228572401c60d2d0eeda44a9d1,de26176697049a4d7ee037592ab5ae77d652e597a9b108a66985ffbdb1b741fe,,,characters/conditional/0085_Guren(Clone)
object,130,163,619,3,object_type_3,not_applicable,c\gur\a\cag.dat,c,cag,verified,classified_from_plain_dat,,,,objects/type_3/0619_cag,9,9,3,4d1e6db5d1b963b685ab4a9a244911e75bae390514b1df5ccfc5ebf6512ce3c6,225daca1c71705c87d7daf237e7fd14f9a95c2d69ee35607f06d8a562ed456c1,,,objects/type_3/0619_cag
object,131,165,60,0,character_object,selectable,c\zab\zab.dat,c,zab,verified,classified_from_plain_dat,Zabuza,0,0,characters/selectable/0060_Zabuza,5,5,9,cfd20cde9e66ef889fc1b8d40ba582ffa91b0d27ea447bbed4feffd40d1cc750,15b5587e6c0ada90391b38955baabfbca66fbd5afe8bcad926ab4e2820bf5441,,,characters/selectable/0060_Zabuza
object,132,166,49,0,character_object,conditional,c\zab\clo.dat,c,clo,verified,classified_from_plain_dat,Zabuza(Clone),2,2,characters/conditional/0049_Zabuza(Clone),4,4,1,27e9b9935ae88e4293f218fe31b474655f0d0336aba5a3c07d90630058af73b9,74a16f040d43f354588836268edaeef482eb5732f656b692f601e1c3c7b097e1,,,characters/conditional/0049_Zabuza(Clone)
object,133,167,456,0,character_object,conditional,c\zab\dem.dat,c,dem,verified,classified_from_plain_dat,Zabuza(Demon),1,1,characters/conditional/0456_Zabuza(Demon),5,5,10,09723c6672619d1aebb987e170801877d43c8c5be86a8a3c9c459b9e9aca9b9d,08e22f39dfde2e26879e2c18874e2d9b45f5f510720e06cc517251bdcff0d269,,,characters/conditional/0456_Zabuza(Demon)
object,134,168,602,3,object_type_3,not_applicable,c\zab\a\zab.dat,c,zab,verified,classified_from_plain_dat,,,,objects/type_3/0602_zab,5,5,1,0d27419e913a2df7b7d4c957c884f01e98ec9eb0c1858e76086ecfc2f024e1a2,3d18af8ad520f28ff35cf5fc355ce8a47f05d4a940c997305eb3dbc849714aa2,,,objects/type_3/0602_zab
object,135,169,455,3,object_type_3,not_applicable,c\zab\a\dra.dat,c,dra,verified,classified_from_plain_dat,,,,objects/type_3/0455_dra,3,3,1,3de9b2bb3b0b2a787078efa88d26276d21c54fb6f3a4ebcd127cb808a29966ae,900226003fa6e65f1c9cef41500a16bf745ba2eb8e1b14a1acfdc3276d332f6e,,,objects/type_3/0455_dra
object,136,171,74,0,character_object,selectable,c\sui\sui.dat,c,sui,verified,classified_from_plain_dat,Suigetsu,0,0,characters/selectable/0074_Suigetsu,7,7,7,b5c34723d3a81870d60bcbc4df0aede48f0d7a1dfac346b4ea793303b93bd90f,e25408c7daa6bd13d22dc61a2e022324110c6aeb00bea061f5c0fb396354b4a0,,,characters/selectable/0074_Suigetsu
object,137,172,421,3,object_type_3,not_applicable,c\sui\a\atk.dat,c,atk,verified,classified_from_plain_dat,,,,objects/type_3/0421_atk,6,6,1,f227d4b3448ac418f809784e98bc3fe95d36094b45ee44b69d5ac03e9faf2959,cb0b594309305dcd1e0eab41ae0dc9bbfe3949fa625952813c509535af40249d,,,objects/type_3/0421_atk
object,138,174,77,0,character_object,selectable,c\kar\kar.dat,c,kar,verified,classified_from_plain_dat,Karin,0,0,characters/selectable/0077_Karin,8,8,8,987696abe0d2e562c56dc0265e999b7d37443b55324310a7a5d47d15aeac66ff,7f0109cc27664c49152a8e01d076ec4aef6d437c67c46f147305f8d317feb016,,,characters/selectable/0077_Karin
object,139,175,314,3,object_type_3,not_applicable,c\kar\a\cha.dat,c,cha,verified,classified_from_plain_dat,,,,objects/type_3/0314_cha,5,5,1,9ea4fe77cc2e295d91b5680372b1b0b705d19287b8ec6a45c52c5319f7a2363f,94f534811baa3b0964454da3e688ccd0563059c5272ab70f5f9985cd8db26a0c,,,objects/type_3/0314_cha
object,140,176,315,3,object_type_3,not_applicable,c\kar\a\sas.dat,c,sas,verified,classified_from_plain_dat,,,,objects/type_3/0315_sas,1,1,6,7b95ce19c1b34870445e576ec49002c6ad256c11d5884631100f39c7a9845196,4b0ae6179ea5f2ac4cce66891fc8892555e10ebc837368984366ee5351c9863b,,,objects/type_3/0315_sas
object,141,177,316,3,object_type_3,not_applicable,c\kar\a\jug.dat,c,jug,verified,classified_from_plain_dat,,,,objects/type_3/0316_jug,2,2,2,9d2b25cd06009724fe104810bb6a42e9cbbeb080dc70d4537507207ef6c86910,f77176d71ea8b24515022dd10a0f891881c76fb31bdfb0ab674ec84940619bbd,,,objects/type_3/0316_jug
object,142,178,317,3,object_type_3,not_applicable,c\kar\a\sui.dat,c,sui,verified,classified_from_plain_dat,,,,objects/type_3/0317_sui,3,3,2,d2817d0967d9c41c87407d5101072468442e7ab5ac0fce2955428aedd14219ed,505732cb4cc913c7b0a710214305a445bc3f8f8a297e6ba19228abee0bef0c15,,,objects/type_3/0317_sui
object,143,180,71,0,character_object,selectable,c\jug\jugo.dat,c,jugo,verified,classified_from_plain_dat,Jugo,0,0,characters/selectable/0071_Jugo,7,7,5,c6a9d0f91c7857b8c0d7313f75bd9c2077afbc1673c0beaeb6c9f480d059bc1f,e953cbd15ac3fe7dccbc0e15e8afd08e6da4a5f70bca48918cf312e46adbf986,,,characters/selectable/0071_Jugo
object,144,181,400,0,character_object,conditional,c\jug\jugoCS2.dat,c,jugoCS2,verified,classified_from_plain_dat,Jugo(CS2),1,1,characters/conditional/0400_Jugo(CS2),7,7,6,cb19258265ed4565322dba3af81eb0b57fb1252b2eac3ce7e7f352f850129e76,9d1fae7165d63bd6e49666d40aee0c00ff9e6f8127d57319c474d9213f0c2de9,,,characters/conditional/0400_Jugo(CS2)
object,145,182,402,3,object_type_3,not_applicable,c\jug\a\pao.dat,c,pao,verified,classified_from_plain_dat,,,,objects/type_3/0402_pao,5,5,1,b1beeacb3f5cfd5d8397a0fe6e18afec2e20f8586241c0648652e60caf74ee4b,7a1153f4c91cea448af7bf12ddc30acb282c2b5c9bb5c7d712a7960ff6adf0d0,,,objects/type_3/0402_pao
object,146,184,76,0,character_object,selectable,c\miz\miz.dat,c,miz,verified,classified_from_plain_dat,Mizuki,0,0,characters/selectable/0076_Mizuki,5,5,6,1f9020be7cd22306d5040b31aad816ace4d2f7014514f843a2980a67773ef197,d07816b2b3711b77c3d398c5265961a00f47ee214387beee532a214a6749f002,,,characters/selectable/0076_Mizuki
object,147,185,428,0,character_object,conditional,c\miz\cs2.dat,c,cs2,verified,classified_from_plain_dat,MizukiCS2,1,1,characters/conditional/0428_MizukiCS2,5,5,8,21a2cc7b0de09a9a74ce11921629c2d6cc401d242ba2d6c0fc11a2696050ff81,9e0fec6b789ccbfebb77161edf0d48f451d19f3d9dbb65b5d466acda7d1d31f4,,,characters/conditional/0428_MizukiCS2
object,148,186,429,3,object_type_3,not_applicable,c\miz\a\shur.dat,c,shur,verified,classified_from_plain_dat,,,,objects/type_3/0429_shur,6,6,3,fd1e49e10e961a5e916210b5678431947bf4e957e83ab5ac7cd68d423b097688,d7b2dcb4d7e7cbdd1ecc82502576d96696adffbc845d1bd2c0f1b160e5e23c65,,,objects/type_3/0429_shur
