oid	type	hp	mp	regen	hasStats	bound	cmp	doubleCost	weak	bonus	render	credit	mode	f6	phase	validFrame	pending	expectedMp
77	0	375	149	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	151
77	0	375	149	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	151
77	0	375	149	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	151
77	0	375	150	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	152
77	0	375	150	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	152
77	0	375	150	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	152
77	0	375	150	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	152
77	0	375	151	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	153
77	0	375	151	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	153
77	0	375	151	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	151
77	0	375	151	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	151
77	0	375	499	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	500
77	0	375	499	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	500
77	0	375	499	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	499
77	0	375	499	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	499
77	0	375	500	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	500
77	0	375	500	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	500
77	0	375	500	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	500
77	0	375	500	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	500
77	0	375	501	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	501
77	0	375	501	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	501
77	0	375	501	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	501
77	0	375	501	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	501
77	0	499	-5	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	499	-5	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	499	-5	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	499	-5	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	499	0	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	1
77	0	499	0	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	1
77	0	499	0	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	1
77	0	499	0	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	1
77	0	499	149	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	150
77	0	499	149	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	150
77	0	499	149	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	150
77	0	499	149	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	150
77	0	499	150	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	151
77	0	499	150	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	151
77	0	499	150	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	151
77	0	499	150	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	151
77	0	499	151	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	152
77	0	499	151	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	152
77	0	499	151	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	151
77	0	499	151	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	151
77	0	499	499	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	500
77	0	499	499	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	500
77	0	499	499	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	499
77	0	499	499	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	499
77	0	499	500	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	500
77	0	499	500	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	500
77	0	499	500	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	500
77	0	499	500	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	500
77	0	499	501	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	501
77	0	499	501	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	501
77	0	499	501	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	501
77	0	499	501	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	501
77	0	500	-5	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	500	-5	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	500	-5	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	500	-5	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	500	0	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	1
77	0	500	0	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	1
77	0	500	0	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	1
77	0	500	0	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	1
77	0	500	149	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	150
77	0	500	149	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	150
77	0	500	149	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	150
77	0	500	149	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	150
77	0	500	150	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	151
77	0	500	150	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	151
77	0	500	150	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	151
77	0	500	150	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	151
77	0	500	151	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	152
77	0	500	151	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	152
77	0	500	151	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	151
77	0	500	151	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	151
77	0	500	499	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	500
77	0	500	499	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	500
77	0	500	499	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	499
77	0	500	499	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	499
77	0	500	500	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	500
77	0	500	500	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	500
77	0	500	500	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	500
77	0	500	500	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	500
77	0	500	501	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	501
77	0	500	501	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	501
77	0	500	501	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	501
77	0	500	501	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	501
77	0	650	-5	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	650	-5	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	650	-5	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	650	-5	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	650	0	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	1
77	0	650	0	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	1
77	0	650	0	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	1
77	0	650	0	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	1
77	0	650	149	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	150
77	0	650	149	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	150
77	0	650	149	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	150
77	0	650	149	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	150
77	0	650	150	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	151
77	0	650	150	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	151
77	0	650	150	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	151
77	0	650	150	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	151
77	0	650	151	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	152
77	0	650	151	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	152
77	0	650	151	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	151
77	0	650	151	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	151
77	0	650	499	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	500
77	0	650	499	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	500
77	0	650	499	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	499
77	0	650	499	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	499
77	0	650	500	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	500
77	0	650	500	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	500
77	0	650	500	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	500
77	0	650	500	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	500
77	0	650	501	-7	1	0	0	0	0	0	0	-1	0	1	0	1	0	501
77	0	650	501	-7	1	0	0	0	0	0	0	-1	1	1	0	1	0	501
77	0	650	501	-7	1	0	0	0	0	0	0	0	0	1	0	1	0	501
77	0	650	501	-7	1	0	0	0	0	0	0	0	1	1	0	1	0	501
77	0	-100	-5	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	-100	-5	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	-100	-5	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	-100	-5	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	-100	0	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	-100	0	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	-100	0	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	-100	0	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	-100	149	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	143
77	0	-100	149	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	143
77	0	-100	149	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	143
77	0	-100	149	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	143
77	0	-100	150	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	144
77	0	-100	150	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	144
77	0	-100	150	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	144
77	0	-100	150	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	144
77	0	-100	151	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	145
77	0	-100	151	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	145
77	0	-100	151	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	145
77	0	-100	151	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	145
77	0	-100	499	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	493
77	0	-100	499	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	493
77	0	-100	499	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	493
77	0	-100	499	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	493
77	0	-100	500	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	494
77	0	-100	500	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	494
77	0	-100	500	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	494
77	0	-100	500	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	494
77	0	-100	501	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	495
77	0	-100	501	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	495
77	0	-100	501	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	495
77	0	-100	501	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	495
77	0	0	-5	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	0	-5	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	0	-5	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	0	-5	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	0	0	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	0	0	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	0	0	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	0	0	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	0	149	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	143
77	0	0	149	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	143
77	0	0	149	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	143
77	0	0	149	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	143
77	0	0	150	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	144
77	0	0	150	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	144
77	0	0	150	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	144
77	0	0	150	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	144
77	0	0	151	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	145
77	0	0	151	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	145
77	0	0	151	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	145
77	0	0	151	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	145
77	0	0	499	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	493
77	0	0	499	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	493
77	0	0	499	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	493
77	0	0	499	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	493
77	0	0	500	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	494
77	0	0	500	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	494
77	0	0	500	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	494
77	0	0	500	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	494
77	0	0	501	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	495
77	0	0	501	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	495
77	0	0	501	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	495
77	0	0	501	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	495
77	0	375	-5	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	375	-5	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	375	-5	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	375	-5	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	375	0	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	375	0	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	375	0	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	375	0	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	375	149	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	144
77	0	375	149	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	144
77	0	375	149	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	144
77	0	375	149	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	144
77	0	375	150	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	145
77	0	375	150	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	145
77	0	375	150	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	145
77	0	375	150	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	145
77	0	375	151	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	146
77	0	375	151	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	146
77	0	375	151	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	146
77	0	375	151	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	146
77	0	375	499	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	494
77	0	375	499	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	494
77	0	375	499	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	494
77	0	375	499	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	494
77	0	375	500	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	495
77	0	375	500	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	495
77	0	375	500	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	495
77	0	375	500	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	495
77	0	375	501	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	496
77	0	375	501	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	496
77	0	375	501	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	496
77	0	375	501	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	496
77	0	499	-5	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	499	-5	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	499	-5	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	499	-5	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	499	0	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	499	0	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	499	0	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	499	0	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	499	149	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	144
77	0	499	149	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	144
77	0	499	149	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	144
77	0	499	149	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	144
77	0	499	150	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	145
77	0	499	150	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	145
77	0	499	150	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	145
77	0	499	150	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	145
77	0	499	151	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	146
77	0	499	151	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	146
77	0	499	151	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	146
77	0	499	151	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	146
77	0	499	499	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	494
77	0	499	499	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	494
77	0	499	499	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	494
77	0	499	499	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	494
77	0	499	500	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	495
77	0	499	500	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	495
77	0	499	500	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	495
77	0	499	500	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	495
77	0	499	501	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	496
77	0	499	501	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	496
77	0	499	501	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	496
77	0	499	501	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	496
77	0	500	-5	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	500	-5	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	500	-5	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	500	-5	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	500	0	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	500	0	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	500	0	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	500	0	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	500	149	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	144
77	0	500	149	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	144
77	0	500	149	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	144
77	0	500	149	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	144
77	0	500	150	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	145
77	0	500	150	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	145
77	0	500	150	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	145
77	0	500	150	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	145
77	0	500	151	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	146
77	0	500	151	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	146
77	0	500	151	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	146
77	0	500	151	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	146
77	0	500	499	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	494
77	0	500	499	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	494
77	0	500	499	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	494
77	0	500	499	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	494
77	0	500	500	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	495
77	0	500	500	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	495
77	0	500	500	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	495
77	0	500	500	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	495
77	0	500	501	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	496
77	0	500	501	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	496
77	0	500	501	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	496
77	0	500	501	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	496
77	0	650	-5	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	650	-5	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	650	-5	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	650	-5	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	650	0	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	650	0	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	650	0	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	650	0	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	650	149	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	144
77	0	650	149	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	144
77	0	650	149	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	144
77	0	650	149	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	144
77	0	650	150	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	145
77	0	650	150	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	145
77	0	650	150	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	145
77	0	650	150	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	145
77	0	650	151	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	146
77	0	650	151	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	146
77	0	650	151	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	146
77	0	650	151	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	146
77	0	650	499	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	494
77	0	650	499	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	494
77	0	650	499	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	494
77	0	650	499	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	494
77	0	650	500	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	495
77	0	650	500	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	495
77	0	650	500	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	495
77	0	650	500	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	495
77	0	650	501	-6	1	0	0	0	0	0	0	-1	0	1	0	1	0	496
77	0	650	501	-6	1	0	0	0	0	0	0	-1	1	1	0	1	0	496
77	0	650	501	-6	1	0	0	0	0	0	0	0	0	1	0	1	0	496
77	0	650	501	-6	1	0	0	0	0	0	0	0	1	1	0	1	0	496
77	0	-100	-5	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	-100	-5	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	-100	-5	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	-100	-5	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	-100	0	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	-100	0	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	-100	0	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	-100	0	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	-100	149	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	147
77	0	-100	149	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	147
77	0	-100	149	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	147
77	0	-100	149	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	147
77	0	-100	150	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	148
77	0	-100	150	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	148
77	0	-100	150	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	148
77	0	-100	150	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	148
77	0	-100	151	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	149
77	0	-100	151	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	149
77	0	-100	151	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	149
77	0	-100	151	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	149
77	0	-100	499	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	497
77	0	-100	499	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	497
77	0	-100	499	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	497
77	0	-100	499	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	497
77	0	-100	500	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	498
77	0	-100	500	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	498
77	0	-100	500	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	498
77	0	-100	500	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	498
77	0	-100	501	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	499
77	0	-100	501	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	499
77	0	-100	501	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	499
77	0	-100	501	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	499
77	0	0	-5	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	0	-5	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	0	-5	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	0	-5	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	0	0	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	0	0	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	0	0	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	0
