side,sourceDat,layer,token,resolved,resolution,hash,domain,migrationAuthorized
native,c/ita/ita.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jira/jira.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jira/jira.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jira/jira.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jira/jira.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jira/sag.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jira/sag.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jira/sag.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jira/sag.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jiro/jiro.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jiro/jiro.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jiro/jiro.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jiro/jiro.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jiro/jiro1.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jiro/jiro1.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jiro/jiro1.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jiro/jiro1.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jug/jugo.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jug/jugo.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jug/jugo.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jug/jugo.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jug/jugocs2.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jug/jugocs2.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/jug/jugocs2.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kab/kab.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kab/kab.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kab/kab.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kab/kab.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kaka/kaka.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kaka/kaka.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kaka/kaka.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kaka/kaka.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kaku/kakun.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kaku/kakun.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kaku/kakun.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kaku/kakun.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kaku/kakunck.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kaku/kakunck.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kaku/kakunck.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kaku/kakunck.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kan/kan.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kan/kan.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kan/kan.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kan/kan.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,4,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,5,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,6,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,7,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,8,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,9,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,10,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,11,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,12,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,13,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,14,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,15,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kar/kar.dat,16,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kib/kib.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kib/kib.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kib/kib.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kib/kib.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kid/kid.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kid/kid.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kid/kid.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kid/kid.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kid/kid1.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kid/kid1.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kid/kid1.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kid/kid1.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kim/kim.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kim/kim.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kim/kim.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kim/kim.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kim/kim1.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kim/kim1.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/kim/kim1.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
