sourceDat,role,token,resolved,resolution,domain,hash,disposition,format,width,height
data/bg/san2.dat,top:small,b\san2\t.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\b\San2\t.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,C29D0E5E41B1F20598650C00734F512AECAB5FFABC3BFEFF9EA0EB28C854D3C0,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,246,127
data/bg/sno.dat,top:small,b\sno\t.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\b\Sno\t.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,1F89FEB84CF228D2F1077E9B73FD827E3CA251B653E5C0CA660F3C239F30B86C,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,246,127
data/bg/uch.dat,top:small,b\uch\t.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\b\Uch\t.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,F4C68371B2D387F0C3EC88D379EA36AD6EB7F6E14B22A2B9A7F56D38C91B6B4D,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,246,127
data/bg/val.dat,top:small,b\val\t.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\b\Val\t.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,523DEECC13800ABC288D3A0281C82FA774CB2A60D1392B5258E0C028D09A5333,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,246,127
data/bg/vil.dat,top:small,b\vil\t.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\b\Vil\t.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,622997A049AB6FCC3F5FEBEAABBF498B358E954194B3968C9C5B08FBB5C2C7EA,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,246,127
data/bg/wha.dat,top:small,b\wha\t.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\b\Wha\t.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,BAC37F7824166A17206D111095DE4E9A550AD64B90A904B92C22025D09E16C2A,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,246,127
data/frame/inkhud.dat,top:bars,sprite\frame\INKHUD\BARS.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD\BARS.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,1B9B6A5D29066B8793A313B15088DDF5A93FCD6FC94C69B50695FAEF55DD4C34,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,100,50
data/frame/inkhud.dat,top:frame,sprite\frame\INKHUD\FRAME.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD\FRAME.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,9DF1FEE9114C71085F2922B417F09656B434E4C67C9AE9D11F808CA75B632996,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,175,73
data/frame/inkhud.dat,top:pic,sprite\frame\INKHUD\BARS.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD\BARS.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,1B9B6A5D29066B8793A313B15088DDF5A93FCD6FC94C69B50695FAEF55DD4C34,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,100,50
data/frame/inkhud.dat,top:pic,sprite\radar\base2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\base2.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,2EC85DA3FFB58AD4A31F28AF60771D82F62B6BF509D402072C5E621EE8128363,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,180,75
data/frame/inkhud.dat,top:pic_clone,sprite\radar\clone.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\clone.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,652DFB93C66A2107F82BFF9DFB49413A6F27CE1774ECCB468DC494A026066D73,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud.dat,top:pic_dead,sprite\radar\dead.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\dead.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,8B33C2C0394FE551F5FF09B1457239F145F3302B87A874ADE0982116D13A1FF5,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud.dat,top:pic_heal,sprite\radar\heal.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\heal.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,F58418345FBF46AA1DE8E010B39D033C301F2AEC6E02DD89C1194EE0D72E7219,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud.dat,top:pic_hidden,sprite\radar\hidden.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\hidden.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,B8B40DF7130D89D2F661CC6511ADEEB5F8521805FEA454092C063325430AB309,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud.dat,top:pic_team1,sprite\radar\team1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\team1.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,3C765868BFDB95FA1C4C7446AF3766205BAB7C0FE26038992075520B4DAF1B79,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud.dat,top:pic_team2,sprite\radar\team2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\team2.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,7C3EEDD3935DBDA62877CFCF2B3C0B000E9D6202B9E2AEFD45C6392C5FD8AD0C,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud.dat,top:pic_team3,sprite\radar\team3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\team3.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,6EED3A9D838038F992AFE57CE0AB980F38AF876D27A591797040DD02BBADB867,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud.dat,top:pic_team4,sprite\radar\team4.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\team4.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,74A189CB1C20961E996732645BB51CCE5C64C0708AEB51185016512A1323D352,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud.dat,top:pic_team5,sprite\radar\team5.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\team5.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,28412285834906B4148F13D1342A06C113465D8A8906696E6A5D76F9FF3A20EC,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud.dat,top:pic_type0,sprite\radar\type0.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\type0.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,1F0B20A1C109718127889842C603A6BA7B9B5558A4FB8B8FFB97CBCE6FDE44E4,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud.dat,top:pic_type1,sprite\radar\type1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\type1.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,E9122DEBA35B0D6482FD3EAB08F4E4F6D1754F0BBD6DBB3314AA1166F61CA36A,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud.dat,top:pic_type2,sprite\radar\type2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\type2.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,8BD25D47E1A5047635E27C2FDF306B85BF9104DA2C43CEC9E36553EF54C352B5,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud.dat,top:pic_type3,sprite\radar\type3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\type3.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,0C630CBA2693DEFCB8051A10294ED2BEA43DA9483DFF22C3063841A1B17B70D3,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud.dat,top:pic_type4,sprite\radar\type0.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\type0.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,1F0B20A1C109718127889842C603A6BA7B9B5558A4FB8B8FFB97CBCE6FDE44E4,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud.dat,top:pic_type5,sprite\radar\type5.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\type5.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,D4C7CDB5A89AFD3FD09A17689306A8A2AE796EC2C385834D4B704BBF73A02D53,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud.dat,top:pic_type6,sprite\radar\type6.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\type6.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,9FFA5CCF71B441A8221F564FA74DA4032EC50FD418960B43DC1D1A2A26562638,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud.dat,top:team0_flag,sprite\frame\INKHUD\team0.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD\team0.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,614B60087D1FDA132C3D6E51222EB57A1ED9555EEDC311C623A01645780FC54F,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,54,37
data/frame/inkhud.dat,top:team1_flag,sprite\frame\INKHUD\team1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD\team1.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,DB5AC094CA07EF8AFFF788381BBBCF8A1DBBCAA40262192D47D073DD323BCFC2,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,54,37
data/frame/inkhud.dat,top:team2_flag,sprite\frame\INKHUD\team2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD\team2.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,FD60462CA91BA5906B7360FE27C8A6EE09DC1FE1DEB5DDD6F6752D5C2AD08BD0,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,54,37
data/frame/inkhud.dat,top:team3_flag,sprite\frame\INKHUD\team3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD\team3.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,C2623CED35B9B78960875495B88E61E1886B2E24DBFB8FD11667F30593D4B8E8,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,54,37
data/frame/inkhud.dat,top:team4_flag,sprite\frame\INKHUD\team4.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD\team4.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,5DB057B070AD4D64C4E5173840B6F6BFE7A598B93DE9411AE204A8E08A5E48FE,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,54,37
data/frame/inkhud.dat,top:team5_flag,sprite\frame\INKHUD\team0.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD\team0.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,614B60087D1FDA132C3D6E51222EB57A1ED9555EEDC311C623A01645780FC54F,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,54,37
data/frame/inkhud2.dat,top:bars,sprite\frame\INKHUD2\BARS.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD2\BARS.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,1B9B6A5D29066B8793A313B15088DDF5A93FCD6FC94C69B50695FAEF55DD4C34,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,100,50
data/frame/inkhud2.dat,top:frame,sprite\frame\INKHUD2\FRAME.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD2\FRAME.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,095922904F25FF4A828CEC461D3BB42AF8AEC5B1C312699559381DA860398AB4,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,175,73
data/frame/inkhud2.dat,top:pic,sprite\radar\base2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\base2.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,2EC85DA3FFB58AD4A31F28AF60771D82F62B6BF509D402072C5E621EE8128363,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,180,75
data/frame/inkhud2.dat,top:pic_clone,sprite\radar\clone.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\clone.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,652DFB93C66A2107F82BFF9DFB49413A6F27CE1774ECCB468DC494A026066D73,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud2.dat,top:pic_dead,sprite\radar\dead.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\dead.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,8B33C2C0394FE551F5FF09B1457239F145F3302B87A874ADE0982116D13A1FF5,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud2.dat,top:pic_heal,sprite\radar\heal.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\heal.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,F58418345FBF46AA1DE8E010B39D033C301F2AEC6E02DD89C1194EE0D72E7219,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud2.dat,top:pic_hidden,sprite\radar\hidden.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\hidden.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,B8B40DF7130D89D2F661CC6511ADEEB5F8521805FEA454092C063325430AB309,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud2.dat,top:pic_team1,sprite\radar\team1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\team1.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,3C765868BFDB95FA1C4C7446AF3766205BAB7C0FE26038992075520B4DAF1B79,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud2.dat,top:pic_team2,sprite\radar\team2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\team2.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,7C3EEDD3935DBDA62877CFCF2B3C0B000E9D6202B9E2AEFD45C6392C5FD8AD0C,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud2.dat,top:pic_team3,sprite\radar\team3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\team3.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,6EED3A9D838038F992AFE57CE0AB980F38AF876D27A591797040DD02BBADB867,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud2.dat,top:pic_team4,sprite\radar\team4.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\team4.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,74A189CB1C20961E996732645BB51CCE5C64C0708AEB51185016512A1323D352,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud2.dat,top:pic_team5,sprite\radar\team5.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\team5.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,28412285834906B4148F13D1342A06C113465D8A8906696E6A5D76F9FF3A20EC,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud2.dat,top:pic_type0,sprite\radar\type0.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\type0.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,1F0B20A1C109718127889842C603A6BA7B9B5558A4FB8B8FFB97CBCE6FDE44E4,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud2.dat,top:pic_type1,sprite\radar\type1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\type1.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,E9122DEBA35B0D6482FD3EAB08F4E4F6D1754F0BBD6DBB3314AA1166F61CA36A,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud2.dat,top:pic_type2,sprite\radar\type2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\type2.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,8BD25D47E1A5047635E27C2FDF306B85BF9104DA2C43CEC9E36553EF54C352B5,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud2.dat,top:pic_type3,sprite\radar\type3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\type3.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,0C630CBA2693DEFCB8051A10294ED2BEA43DA9483DFF22C3063841A1B17B70D3,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud2.dat,top:pic_type4,sprite\radar\type0.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\type0.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,1F0B20A1C109718127889842C603A6BA7B9B5558A4FB8B8FFB97CBCE6FDE44E4,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud2.dat,top:pic_type5,sprite\radar\type5.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\type5.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,D4C7CDB5A89AFD3FD09A17689306A8A2AE796EC2C385834D4B704BBF73A02D53,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud2.dat,top:pic_type6,sprite\radar\type6.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\radar\type6.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,9FFA5CCF71B441A8221F564FA74DA4032EC50FD418960B43DC1D1A2A26562638,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,6,6
data/frame/inkhud2.dat,top:team0_flag,sprite\frame\INKHUD\team0.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD\team0.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,614B60087D1FDA132C3D6E51222EB57A1ED9555EEDC311C623A01645780FC54F,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,54,37
data/frame/inkhud2.dat,top:team1_flag,sprite\frame\INKHUD\team1.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD\team1.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,DB5AC094CA07EF8AFFF788381BBBCF8A1DBBCAA40262192D47D073DD323BCFC2,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,54,37
data/frame/inkhud2.dat,top:team2_flag,sprite\frame\INKHUD\team2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD\team2.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,FD60462CA91BA5906B7360FE27C8A6EE09DC1FE1DEB5DDD6F6752D5C2AD08BD0,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,54,37
data/frame/inkhud2.dat,top:team3_flag,sprite\frame\INKHUD\team3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD\team3.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,C2623CED35B9B78960875495B88E61E1886B2E24DBFB8FD11667F30593D4B8E8,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,54,37
data/frame/inkhud2.dat,top:team4_flag,sprite\frame\INKHUD\team4.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD\team4.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,5DB057B070AD4D64C4E5173840B6F6BFE7A598B93DE9411AE204A8E08A5E48FE,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,54,37
data/frame/inkhud2.dat,top:team5_flag,sprite\frame\INKHUD\team0.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\frame\INKHUD\team0.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,614B60087D1FDA132C3D6E51222EB57A1ED9555EEDC311C623A01645780FC54F,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,54,37
data/menu.dat,top:pic,sprite\UI\menu1\base.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\UI\menu1\base.png,EXACT,ANCILLARY_RESOURCE_OWNER_REVIEW,11291319739AFDCB95F6F5B73D95796A722A0A05711EA0338195769A1ECDDEE7,CLASSIFY_BATTLE_SHARED_VS_USER_EXCLUDED_BEFORE_MIGRATION,PNG,283,182
